@relation NewRelation
@attribute Class numeric
@attribute 'Component #' numeric
@attribute Support numeric
@attribute Measure numeric
@attribute Prior_Measure numeric
@attribute Measure_Desc {F_Vx,F_Vy,F_Vz,Missing,NF_Ax,NF_Ay,NF_Az,NF_Vx,NF_Vy,NF_Vz}
@attribute RPM numeric
@data
2,6,3,14,0,NF_Ax,1500
2,7,3,7,0,NF_Az,1500
2,8,3,15,0,NF_Vx,1500
2,9,3,9.5,0,NF_Vz,1500
2,10,4,11,0,NF_Ax,1500
2,11,4,14.5,0,NF_Vx,1500
2,12,3,1.6,0,F_Vx,1500
2,13,1,1.3,0,F_Vx,1500
2,14,3,1.8,0,F_Vz,1500
2,15,1,0.4,0,F_Vx,1500
2,16,3,4.5,0,F_Vx,1500
2,17,3,4.5,0,F_Vz,1500
2,18,3,6.5,0,F_Vx,1500
2,19,3,2.5,0,F_Vz,1500
2,20,4,0.6,0,F_Vx,1500
2,21,4,1.5,0,F_Vx,1500
2,22,4,2.5,0,F_Vx,1500
2,23,4,10,0,F_Vx,1500
2,24,2,1.5,0,F_Vx,1500
2,25,2,0.7,0,F_Vx,1500
2,26,3,0.4,0,F_Vx,1500
2,27,4,10,0,Missing,1500
5,0,4,82,0,NF_Ax,3000
5,1,4,57,0,NF_Az,3000
5,2,4,14,0,NF_Vx,3000
5,3,4,9,0,NF_Vz,3000
5,4,3,72,0,NF_Ax,3000
5,5,3,40,0,NF_Ay,3000
5,6,3,21.5,0,NF_Az,3000
5,7,3,14.5,0,NF_Vx,3000
5,8,3,12,0,NF_Vy,3000
5,9,3,3.5,0,NF_Vz,3000
5,10,1,26.5,0,NF_Ax,3000
5,11,1,9,0,NF_Ay,3000
5,12,1,5.7,0,NF_Vx,3000
5,13,1,2.7,0,NF_Vy,3000
5,14,2,24.5,0,NF_Ax,3000
5,15,2,26,0,NF_Ay,3000
5,16,2,9.5,0,NF_Az,3000
5,17,2,5.2,0,NF_Vx,3000
5,18,2,4.7,0,NF_Vy,3000
5,19,2,2.5,0,NF_Vz,3000
5,20,2,0.7,0,F_Vx,3000
5,21,2,0.3,0,F_Vy,3000
5,22,3,2.8,0,F_Vx,3000
5,23,3,12,0,F_Vy,3000
5,24,3,1.1,0,F_Vz,3000
5,25,3,0.8,0,F_Vx,3000
5,26,3,1.3,0,F_Vy,3000
5,27,3,0.6,0,F_Vx,3000
5,28,3,2.5,0,F_Vy,3000
5,29,3,0.5,0,F_Vz,3000
5,30,3,2.1,0,F_Vy,3000
5,31,4,0.9,0,F_Vx,3000
5,32,4,1.8,0,F_Vz,3000
5,33,4,0.7,0,F_Vx,3000
5,34,4,0.6,0,F_Vz,3000
5,35,4,2.5,0,F_Vz,3000
5,36,4,12,0,F_Vx,3000
5,37,4,8,0,F_Vz,3000
5,38,3,1.2,0,F_Vz,3000
5,39,3,3.5,0,F_Vx,3000
5,40,2,0.5,0,F_Vx,3000
5,41,2,0.6,0,F_Vy,3000
5,42,2,3.8,0,F_Vx,3000
5,43,2,1.2,0,F_Vy,3000
5,44,2,0.7,0,F_Vz,3000
5,45,2,3.8,0,F_Vx,3000
5,46,2,3.8,0,F_Vy,3000
5,47,2,1.4,0,F_Vz,3000
5,48,1,0.5,0,F_Vx,3000
5,49,1,0.9,0,F_Vy,3000
5,50,1,0.6,0,F_Vy,3000
5,51,1,0.3,0,F_Vx,3000
5,52,1,0.5,0,F_Vy,3000
5,53,1,0.4,0,F_Vx,3000
5,54,1,0.4,0,F_Vy,3000
5,55,1,3,0,F_Vx,3000
5,56,1,2.1,0,F_Vy,3000
5,57,1,3.2,0,F_Vx,3000
5,58,1,0.7,0,F_Vy,3000
5,59,4,1.5,0,F_Vx,3000
5,60,2,0.6,0,F_Vx,3000
5,61,2,0.9,0,F_Vz,3000
5,62,2,0.7,0,F_Vy,3000
5,63,2,1.2,0,F_Vz,3000
5,64,3,1.8,0,F_Vy,3000
5,65,3,11,0,F_Vx,3000
5,66,3,1.2,0,F_Vy,3000
5,67,3,3.2,0,F_Vz,3000
5,68,3,12,0,Missing,3000
2,0,2,704,0,NF_Ax,3000
2,1,2,9,0,NF_Az,3000
2,2,2,9.5,0,NF_Vx,3000
2,3,2,2.3,0,NF_Vz,3000
2,4,3,16.5,0,NF_Ax,3000
2,5,3,4,0,NF_Vx,3000
2,6,1,10,0,NF_Ax,3000
2,7,1,3.8,0,NF_Vx,3000
2,8,4,7.5,0,NF_Ax,3000
2,9,4,5.5,0,NF_Az,3000
2,10,4,2.8,0,NF_Vx,3000
2,11,4,2.7,0,NF_Vz,3000
2,12,2,6.2,0,F_Vx,3000
2,13,2,0.9,0,F_Vz,3000
2,14,3,2.6,0,F_Vx,3000
2,15,1,0.8,0,F_Vx,3000
2,16,3,1.8,0,F_Vx,3000
2,17,1,1.8,0,F_Vx,3000
2,18,3,1.1,0,F_Vx,3000
2,19,4,0.8,0,F_Vx,3000
2,20,4,0.7,0,F_Vz,3000
2,21,4,1.6,0,F_Vx,3000
2,22,4,0.8,0,F_Vx,3000
2,23,4,1.8,0,F_Vz,3000
2,24,1,1.9,0,F_Vx,3000
2,25,2,1.4,0,F_Vx,3000
2,26,2,1.4,0,F_Vz,3000
2,27,2,1.4,0,F_Vx,3000
2,28,2,0.8,0,F_Vz,3000
2,29,2,6.2,0,Missing,3000
2,0,1,3.5,0,NF_Ax,3000
2,1,1,3.5,0,NF_Ay,3000
2,2,1,4.5,0,NF_Vx,3000
2,3,1,3.2,0,NF_Vy,3000
2,4,2,3,0,NF_Ax,3000
2,5,2,3.5,0,NF_Ay,3000
2,6,2,3,0,NF_Az,3000
2,7,2,2.8,0,NF_Vx,3000
2,8,2,2.5,0,NF_Vy,3000
2,9,2,4.5,0,NF_Vz,3000
2,10,3,11,0,NF_Ax,3000
2,11,3,6,0,NF_Az,3000
2,12,3,4.2,0,NF_Vx,3000
2,13,3,2.4,0,NF_Vz,3000
2,14,4,7.5,0,NF_Ax,3000
2,15,4,3.4,0,NF_Vx,3000
2,16,1,0.7,0,F_Vx,3000
2,17,4,1,0,F_Vx,3000
2,18,1,1,0,F_Vy,3000
2,19,1,0.5,0,F_Vx,3000
2,20,1,3.6,0,F_Vx,3000
2,21,2,0.3,0,F_Vy,3000
2,22,2,0.2,0,F_Vz,3000
2,23,2,0.7,0,F_Vx,3000
2,24,2,0.8,0,F_Vy,3000
2,25,1,0.2,0,F_Vx,3000
2,26,1,0.3,0,F_Vy,3000
2,27,2,1.2,0,F_Vy,3000
2,28,2,1.4,0,F_Vz,3000
2,29,4,2.5,0,F_Vx,3000
2,30,2,0.8,0,F_Vx,3000
2,31,2,2.1,0,F_Vx,3000
2,32,2,4,0,F_Vz,3000
2,33,3,1.7,0,F_Vx,3000
2,34,3,0.8,0,F_Vz,3000
2,35,3,0.8,0,F_Vx,3000
2,36,3,3,0,F_Vx,3000
2,37,3,1.9,0,F_Vz,3000
2,38,2,4,0,Missing,3000
2,0,2,8.5,0,NF_Ax,3000
2,1,2,14,0,NF_Ay,3000
2,2,2,6.5,0,NF_Az,3000
2,3,2,6.5,0,NF_Vx,3000
2,4,2,17.5,0,NF_Vy,3000
2,5,2,3.8,0,NF_Vz,3000
2,6,3,5.5,0,NF_Ax,3000
2,7,3,3.5,0,NF_Ay,3000
2,8,3,2.5,0,NF_Vx,3000
2,9,3,1.2,0,NF_Vy,3000
2,10,1,7.5,0,NF_Ax,3000
2,11,1,14,0,NF_Ay,3000
2,12,1,4.4,0,NF_Vx,3000
2,13,1,13.5,0,NF_Vy,3000
2,14,4,3.5,0,NF_Ax,3000
2,15,4,1.4,0,NF_Vx,3000
2,16,1,1.8,0,F_Vx,3000
2,17,2,1.8,0,F_Vx,3000
2,18,1,1,0,F_Vx,3000
2,19,1,1.4,0,F_Vy,3000
2,20,1,6,0,F_Vy,3000
2,21,1,2,0,F_Vx,3000
2,22,1,2,0,F_Vy,3000
2,23,1,1.1,0,F_Vx,3000
2,24,1,0.6,0,F_Vy,3000
2,25,1,0.2,0,F_Vx,3000
2,26,1,0.5,0,F_Vy,3000
2,27,2,0.4,0,F_Vx,3000
2,28,2,0.8,0,F_Vy,3000
2,29,2,0.6,0,F_Vz,3000
2,30,2,1.9,0,F_Vy,3000
2,31,2,1.9,0,F_Vx,3000
2,32,2,2,0,F_Vy,3000
2,33,2,1.1,0,F_Vx,3000
2,34,2,0.9,0,F_Vz,3000
2,35,2,9,0,F_Vy,3000
2,36,2,2.1,0,F_Vz,3000
2,37,2,2.9,0,F_Vx,3000
2,38,2,9,0,Missing,3000
2,1,3,7.5,0,NF_Ay,1500
2,3,3,2.9,0,NF_Vy,1500
2,5,4,5.5,0,NF_Ay,1500
2,8,4,2.9,0,NF_Vy,1500
2,17,3,1.1,0,F_Vy,1500
2,18,3,1.4,0,F_Vy,1500
2,19,3,1.9,0,F_Vy,1500
2,20,3,3.2,0,F_Vx,1500
2,24,3,0.6,0,F_Vy,1500
2,25,4,0.5,0,F_Vx,1500
2,26,4,0.4,0,F_Vy,1500
2,27,4,1,0,F_Vz,1500
2,28,4,1.5,0,F_Vz,1500
2,29,4,2.2,0,F_Vy,1500
2,30,4,1.1,0,F_Vx,1500
2,31,3,3.2,0,Missing,1500
2,0,2,5,0,NF_Ax,1500
2,1,2,7,0,NF_Az,1500
2,2,2,0.9,0,NF_Vx,1500
2,3,2,1.1,0,NF_Vz,1500
2,4,3,8,0,NF_Ax,1500
2,5,3,5,0,NF_Ay,1500
2,6,3,3.2,0,NF_Vx,1500
2,7,3,3.8,0,NF_Vy,1500
2,8,1,5,0,NF_Ax,1500
2,9,1,0.8,0,NF_Vx,1500
2,10,4,8,0,NF_Ax,1500
2,11,4,5,0,NF_Ay,1500
2,12,4,4,0,NF_Az,1500
2,13,4,3.3,0,NF_Vx,1500
2,14,4,4.2,0,NF_Vy,1500
2,15,4,1.9,0,NF_Vz,1500
2,16,3,1.6,0,F_Vx,1500
2,17,3,1,0,F_Vx,1500
2,18,3,1.6,0,F_Vy,1500
2,19,3,2.3,0,F_Vx,1500
2,20,3,0.5,0,F_Vx,1500
2,21,3,0.2,0,F_Vy,1500
2,22,4,0.2,0,F_Vx,1500
2,23,4,1.2,0,F_Vx,1500
2,24,4,2.4,0,F_Vy,1500
2,25,4,0.9,0,F_Vx,1500
2,26,4,0.5,0,F_Vz,1500
2,27,4,0.9,0,F_Vx,1500
2,28,4,1.1,0,F_Vy,1500
2,29,4,0.9,0,F_Vz,1500
2,30,4,2.4,0,Missing,1500
2,0,2,11,0,NF_Ax,3000
2,1,2,4.5,0,NF_Az,3000
2,2,2,1.8,0,NF_Vx,3000
2,3,2,1.3,0,NF_Vz,3000
2,4,3,24,0,NF_Ax,3000
2,5,3,10,0,NF_Ay,3000
2,6,3,4.1,0,NF_Vx,3000
2,7,3,4.9,0,NF_Vy,3000
2,8,1,12,0,NF_Ax,3000
2,9,1,7,0,NF_Ay,3000
2,10,1,1.1,0,NF_Az,3000
2,11,1,3.5,0,NF_Vx,3000
2,12,1,2.4,0,NF_Vy,3000
2,13,1,0.7,0,NF_Vz,3000
2,14,4,13.5,0,NF_Ax,3000
2,15,4,14,0,NF_Ay,3000
2,16,4,6.5,0,NF_Az,3000
2,17,4,3.9,0,NF_Vx,3000
2,18,4,11,0,NF_Vy,3000
2,19,4,4.7,0,NF_Vz,3000
2,20,1,1.2,0,F_Vx,3000
2,21,4,1,0,F_Vz,3000
2,22,4,2,0,F_Vy,3000
2,23,4,2.5,0,F_Vz,3000
2,24,1,1.4,0,F_Vy,3000
2,25,1,1.2,0,F_Vx,3000
2,26,2,0.6,0,F_Vx,3000
2,27,2,0.8,0,F_Vx,3000
2,28,2,0.6,0,F_Vx,3000
2,29,3,1.4,0,F_Vx,3000
2,30,3,0.9,0,F_Vy,3000
2,31,3,1.1,0,F_Vx,3000
2,32,1,1.1,0,F_Vx,3000
2,33,1,0.7,0,F_Vy,3000
2,34,3,2.1,0,F_Vx,3000
2,35,3,1.3,0,F_Vy,3000
2,36,4,1.9,0,F_Vx,3000
2,37,3,1.8,0,F_Vy,3000
2,38,3,1.9,0,F_Vy,3000
2,39,3,1.4,0,F_Vx,3000
2,40,4,1.5,0,F_Vx,3000
2,41,4,9,0,F_Vy,3000
2,42,4,9,0,Missing,3000
2,0,1,11,0,NF_Ax,3000
2,1,1,6.5,0,NF_Ay,3000
2,2,1,1.7,0,NF_Vx,3000
2,3,1,2.1,0,NF_Vy,3000
2,4,2,8,0,NF_Ax,3000
2,5,2,6,0,NF_Az,3000
2,6,2,1.5,0,NF_Vx,3000
2,7,2,1.4,0,NF_Vz,3000
2,8,3,15,0,NF_Ax,3000
2,9,3,10.5,0,NF_Ay,3000
2,10,3,5.2,0,NF_Vx,3000
2,11,3,10.5,0,NF_Vy,3000
2,12,4,10,0,NF_Ax,3000
2,13,4,13.5,0,NF_Ay,3000
2,14,4,7,0,NF_Az,3000
2,15,4,4.5,0,NF_Vx,3000
2,16,4,14,0,NF_Vy,3000
2,17,4,6.5,0,NF_Vz,3000
2,18,1,0.7,0,F_Vx,3000
2,19,1,0.5,0,F_Vy,3000
2,20,4,1.3,0,F_Vx,3000
2,21,4,2.1,0,F_Vx,3000
2,22,4,10,0,F_Vy,3000
2,23,4,1.9,0,F_Vz,3000
2,24,4,1,0,F_Vx,3000
2,25,4,4.5,0,F_Vz,3000
2,26,4,1.1,0,F_Vy,3000
2,27,1,2.9,0,F_Vx,3000
2,28,1,0.7,0,F_Vy,3000
2,29,4,2.5,0,F_Vy,3000
2,30,1,0.3,0,F_Vy,3000
2,31,1,0.5,0,F_Vx,3000
2,32,1,1.1,0,F_Vy,3000
2,33,1,0.5,0,F_Vy,3000
2,34,1,0.3,0,F_Vx,3000
2,35,2,0.6,0,F_Vx,3000
2,36,2,0.3,0,F_Vz,3000
2,37,2,0.4,0,F_Vx,3000
2,38,2,0.3,0,F_Vz,3000
2,39,2,0.5,0,F_Vx,3000
2,40,2,0.5,0,F_Vx,3000
2,41,2,0.5,0,F_Vz,3000
2,42,3,1.6,0,F_Vx,3000
2,43,3,1.4,0,F_Vy,3000
2,44,3,1.7,0,F_Vx,3000
2,45,3,1.5,0,F_Vx,3000
2,46,3,4.5,0,F_Vy,3000
2,47,3,0.9,0,F_Vx,3000
2,48,3,2.5,0,F_Vy,3000
2,49,4,0.3,0,F_Vx,3000
2,50,4,0.7,0,F_Vy,3000
2,51,4,0.6,0,F_Vz,3000
2,52,4,10,0,Missing,3000
2,0,3,14,0,NF_Ax,1500
2,1,3,6,0,NF_Ay,1500
2,2,3,4.8,0,NF_Vx,1500
2,3,3,2.3,0,NF_Vy,1500
2,4,1,7.5,0,NF_Ax,1500
2,5,1,13,0,NF_Ay,1500
2,6,1,3.1,0,NF_Vx,1500
2,7,1,4.5,0,NF_Vy,1500
2,8,4,11,0,NF_Ax,1500
2,9,4,8.5,0,NF_Ay,1500
2,10,4,3.8,0,NF_Vx,1500
2,11,4,2.6,0,NF_Vy,1500
2,12,2,23,0,NF_Ax,1500
2,13,2,29,0,NF_Ay,1500
2,14,2,22,0,NF_Az,1500
2,15,2,4.8,0,NF_Vx,1500
2,16,2,5,0,NF_Vy,1500
2,17,2,3.9,0,NF_Vz,1500
2,18,1,1.4,0,F_Vx,1500
2,19,2,0.8,0,F_Vx,1500
2,20,2,2.4,0,F_Vz,1500
2,21,2,1.1,0,F_Vy,1500
2,22,3,1,0,F_Vx,1500
2,23,3,0.4,0,F_Vy,1500
2,24,3,1.4,0,F_Vx,1500
2,25,3,1,0,F_Vx,1500
2,26,3,1.4,0,F_Vy,1500
2,27,3,1.8,0,F_Vx,1500
2,28,4,0.5,0,F_Vx,1500
2,29,4,0.5,0,F_Vy,1500
2,30,4,2,0,F_Vx,1500
2,31,4,0.7,0,F_Vy,1500
2,32,4,2.5,0,F_Vx,1500
2,33,1,1.6,0,F_Vy,1500
2,34,1,0.9,0,F_Vx,1500
2,35,1,1.7,0,F_Vy,1500
2,36,1,1.8,0,F_Vy,1500
2,37,1,1.2,0,F_Vx,1500
2,38,2,1.7,0,F_Vx,1500
2,39,2,2.1,0,F_Vy,1500
2,40,2,1.5,0,F_Vz,1500
2,41,2,1,0,F_Vy,1500
2,42,2,0.8,0,F_Vx,1500
2,43,2,2.1,0,F_Vy,1500
2,44,2,3,0,F_Vx,1500
2,45,2,0.9,0,F_Vz,1500
2,46,1,0.5,0,F_Vx,1500
2,47,2,1.4,0,F_Vy,1500
2,48,4,1.4,0,F_Vy,1500
2,49,2,0.9,0,F_Vx,1500
2,50,2,1.4,0,F_Vz,1500
2,51,2,1,0,F_Vy,1500
2,52,2,3,0,Missing,1500
2,0,4,35,0,NF_Ax,3000
2,1,4,20,0,NF_Ay,3000
2,2,4,9,0,NF_Az,3000
2,3,4,9.5,0,NF_Vx,3000
2,4,4,5.2,0,NF_Vy,3000
2,5,4,1.6,0,NF_Vz,3000
2,6,3,32.5,0,NF_Ax,3000
2,7,3,11,0,NF_Ay,3000
2,8,3,4.8,0,NF_Vx,3000
2,9,3,2.9,0,NF_Vy,3000
2,10,3,0.7,0,F_Vx,3000
2,11,3,1.3,0,F_Vx,3000
2,12,3,0.9,0,F_Vy,3000
2,13,3,1.3,0,F_Vx,3000
2,14,3,0.2,0,F_Vy,3000
2,15,4,1.9,0,F_Vy,3000
2,16,4,3.5,0,F_Vx,3000
2,17,4,4.5,0,F_Vx,3000
2,18,4,0.8,0,F_Vx,3000
2,19,4,1.6,0,F_Vy,3000
2,20,4,1.6,0,F_Vz,3000
2,21,4,1.1,0,F_Vx,3000
2,22,4,0.4,0,F_Vz,3000
2,23,4,1.6,0,F_Vx,3000
2,24,4,0.9,0,F_Vy,3000
2,25,4,0.3,0,F_Vz,3000
2,26,3,0.7,0,F_Vx,3000
2,27,4,2.1,0,F_Vy,3000
2,28,3,1.6,0,F_Vy,3000
2,29,4,2.6,0,F_Vx,3000
2,30,4,1.7,0,F_Vz,3000
2,31,4,4.5,0,Missing,3000
2,14,1,3,0,F_Vy,1000
2,15,1,0.2,0,F_Vx,1000
2,17,1,3,0,F_Vx,1000
2,18,2,0.7,0,F_Vx,1000
2,19,2,0.8,0,F_Vy,1000
2,20,2,2.8,0,F_Vz,1000
2,24,2,0.5,0,F_Vy,1000
2,25,1,3,0,Missing,1000
1,0,1,11,0,NF_Ax,3000
1,1,1,6,0,NF_Ay,3000
1,2,1,2.1,0,NF_Vx,3000
1,3,1,1.4,0,NF_Vy,3000
1,4,4,11,0,NF_Ax,3000
1,5,4,7,0,NF_Ay,3000
1,6,4,3,0,NF_Vx,3000
1,7,4,4.2,0,NF_Vy,3000
1,8,2,19,0,NF_Ax,3000
1,9,2,21,0,NF_Ay,3000
1,10,2,32,0,NF_Az,3000
1,11,2,3,0,NF_Vx,3000
1,12,2,4.5,0,NF_Vy,3000
1,13,2,6.2,0,NF_Vz,3000
1,14,3,54,0,NF_Ax,3000
1,15,3,30,0,NF_Ay,3000
1,16,3,48,0,NF_Az,3000
1,17,3,10.5,0,NF_Vx,3000
1,18,3,6.4,0,NF_Vy,3000
1,19,3,9.8,0,NF_Vz,3000
1,20,1,0.3,0,F_Vx,3000
1,21,3,1.4,0,F_Vx,3000
1,22,4,1.6,0,F_Vx,3000
1,23,4,0.9,0,F_Vy,3000
1,24,4,1.9,0,F_Vx,3000
1,25,4,0.8,0,F_Vy,3000
1,26,4,0.6,0,F_Vy,3000
1,27,4,1.2,0,F_Vy,3000
1,28,4,1.8,0,F_Vy,3000
1,29,4,0.7,0,F_Vx,3000
1,30,4,2.4,0,F_Vy,3000
1,31,2,0.6,0,F_Vz,3000
1,32,1,0.6,0,F_Vx,3000
1,33,1,1.4,0,F_Vx,3000
1,34,2,2.5,0,F_Vx,3000
1,35,2,2.8,0,F_Vy,3000
1,36,2,4.6,0,F_Vz,3000
1,37,1,0.6,0,F_Vx,3000
1,38,2,0.5,0,F_Vx,3000
1,39,2,1.9,0,F_Vy,3000
1,40,2,3,0,F_Vz,3000
1,41,2,0.7,0,F_Vy,3000
1,42,2,0.7,0,F_Vy,3000
1,43,2,0.9,0,F_Vy,3000
1,44,3,8,0,F_Vx,3000
1,45,3,4.2,0,F_Vy,3000
1,46,3,6.6,0,F_Vz,3000
1,47,3,3.5,0,F_Vx,3000
1,48,3,1.1,0,F_Vy,3000
1,49,3,2.4,0,F_Vz,3000
1,50,3,0.8,0,F_Vy,3000
1,51,3,0.9,0,F_Vy,3000
1,52,3,1.9,0,F_Vz,3000
1,53,3,1.1,0,F_Vy,3000
1,54,3,1.6,0,F_Vz,3000
1,55,3,1.4,0,F_Vz,3000
1,56,3,1.4,0,F_Vy,3000
1,57,3,8,0,Missing,3000
2,0,2,3.5,0,NF_Ax,1500
2,1,2,4.5,0,NF_Ay,1500
2,2,2,2.5,0,NF_Az,1500
2,3,2,0.7,0,NF_Vx,1500
2,4,2,1.7,0,NF_Vy,1500
2,5,2,1.1,0,NF_Vz,1500
2,6,3,3.5,0,NF_Ax,1500
2,7,3,6.5,0,NF_Ay,1500
2,8,3,3,0,NF_Az,1500
2,9,3,2.6,0,NF_Vx,1500
2,10,3,3.8,0,NF_Vy,1500
2,11,3,2.5,0,NF_Vz,1500
2,12,1,2.5,0,NF_Ax,1500
2,13,1,2.5,0,NF_Ay,1500
2,14,1,0.5,0,NF_Vx,1500
2,15,1,0.5,0,NF_Vy,1500
2,16,4,5,0,NF_Ax,1500
2,17,4,8.5,0,NF_Ay,1500
2,18,4,7,0,NF_Az,1500
2,19,4,1.8,0,NF_Vx,1500
2,20,4,5.5,0,NF_Vy,1500
2,21,4,6.5,0,NF_Vz,1500
2,22,2,0.4,0,F_Vy,1500
2,23,2,0.7,0,F_Vz,1500
2,24,2,0.3,0,F_Vy,1500
2,25,2,0.8,0,F_Vy,1500
2,26,4,2,0,F_Vy,1500
2,27,4,1.8,0,F_Vz,1500
2,28,3,0.3,0,F_Vx,1500
2,29,3,0.3,0,F_Vy,1500
2,30,3,1.9,0,F_Vx,1500
2,31,3,3.2,0,F_Vy,1500
2,32,3,2.2,0,F_Vz,1500
2,33,3,1,0,F_Vx,1500
2,34,3,0.8,0,F_Vy,1500
2,35,3,0.9,0,F_Vz,1500
2,36,4,3.2,0,F_Vx,1500
2,37,4,2.8,0,F_Vy,1500
2,38,4,2.5,0,F_Vz,1500
2,39,4,0.9,0,F_Vx,1500
2,40,4,4,0,F_Vy,1500
2,41,4,4.5,0,F_Vz,1500
2,42,4,4.5,0,Missing,1500
2,0,1,4.5,0,NF_Ax,1500
2,1,1,3.5,0,NF_Ay,1500
2,2,1,1.2,0,NF_Vx,1500
2,3,1,0.8,0,NF_Vy,1500
2,4,2,6.5,0,NF_Ax,1500
2,5,2,9,0,NF_Ay,1500
2,6,2,4.5,0,NF_Az,1500
2,7,2,1.4,0,NF_Vx,1500
2,8,2,0.9,0,NF_Vy,1500
2,9,2,0.7,0,NF_Vz,1500
2,10,3,6.5,0,NF_Ax,1500
2,11,3,13,0,NF_Ay,1500
2,12,3,2.1,0,NF_Vx,1500
2,13,3,9.5,0,NF_Vy,1500
2,14,4,3.5,0,NF_Ax,1500
2,15,4,11,0,NF_Ay,1500
2,16,4,5.5,0,NF_Az,1500
2,17,4,3.2,0,NF_Vx,1500
2,18,4,12,0,NF_Vy,1500
2,19,4,2.2,0,NF_Vz,1500
2,20,2,0.2,0,F_Vx,1500
2,21,2,0.5,0,F_Vy,1500
2,22,2,1,0,F_Vx,1500
2,23,2,0.6,0,F_Vy,1500
2,24,2,0.4,0,F_Vz,1500
2,25,3,0.6,0,F_Vx,1500
2,26,3,0.8,0,F_Vy,1500
2,27,3,0.3,0,F_Vx,1500
2,28,3,3.2,0,F_Vy,1500
2,29,2,0.4,0,F_Vx,1500
2,30,2,0.7,0,F_Vy,1500
2,31,2,0.3,0,F_Vz,1500
2,32,3,0.9,0,F_Vx,1500
2,33,3,5.5,0,F_Vy,1500
2,34,4,1.2,0,F_Vx,1500
2,35,4,2.2,0,F_Vy,1500
2,36,4,0.1,0,F_Vx,1500
2,37,4,0.5,0,F_Vy,1500
2,38,4,0.4,0,F_Vz,1500
2,39,4,1.2,0,F_Vx,1500
2,40,4,1.3,0,F_Vz,1500
2,41,4,4.2,0,F_Vy,1500
2,42,4,0.6,0,F_Vz,1500
2,43,4,1.8,0,F_Vx,1500
2,44,4,6.5,0,F_Vy,1500
2,45,4,0.8,0,F_Vz,1500
2,46,4,6.5,0,Missing,1500
2,0,1,3.5,0,NF_Ax,1500
2,1,1,3.5,0,NF_Ay,1500
2,2,1,1.1,0,NF_Vx,1500
2,3,1,0.9,0,NF_Vy,1500
2,4,2,5.5,0,NF_Ax,1500
2,5,2,6.5,0,NF_Ay,1500
2,6,2,4.5,0,NF_Az,1500
2,7,2,1.4,0,NF_Vx,1500
2,8,2,0.8,0,NF_Vy,1500
2,9,2,0.7,0,NF_Vz,1500
2,10,3,9,0,NF_Ax,1500
2,11,3,13,0,NF_Ay,1500
2,12,3,4.2,0,NF_Vx,1500
2,13,3,9.5,0,NF_Vy,1500
2,14,4,2.5,0,NF_Ax,1500
2,15,4,8.5,0,NF_Ay,1500
2,16,4,5,0,NF_Az,1500
2,17,4,2.9,0,NF_Vx,1500
2,18,4,8.2,0,NF_Vy,1500
2,19,4,1.5,0,NF_Vz,1500
2,20,2,0.4,0,F_Vx,1500
2,21,2,0.2,0,F_Vx,1500
2,22,2,1.1,0,F_Vx,1500
2,23,3,0.5,0,F_Vx,1500
2,24,3,0.8,0,F_Vy,1500
2,25,3,5.5,0,F_Vy,1500
2,26,3,3.2,0,F_Vx,1500
2,27,3,5.2,0,F_Vy,1500
2,28,3,0.9,0,F_Vy,1500
2,29,4,0.7,0,F_Vz,1500
2,30,4,2.2,0,F_Vy,1500
2,31,4,3.2,0,F_Vy,1500
2,32,1,1.1,0,F_Vx,1500
2,33,4,1.1,0,F_Vx,1500
2,34,4,4.5,0,F_Vy,1500
2,35,4,0.7,0,F_Vz,1500
2,36,4,1.2,0,F_Vx,1500
2,37,3,5.5,0,Missing,1500
2,21,3,1.1,0,F_Vx,1500
2,24,3,4.2,0,F_Vy,1500
2,25,3,0.8,0,F_Vy,1500
2,26,3,0.5,0,F_Vx,1500
2,27,4,0.7,0,F_Vx,1500
2,29,4,0.4,0,F_Vz,1500
2,30,4,2.6,0,F_Vy,1500
2,31,4,3.4,0,F_Vz,1500
2,32,4,1.1,0,F_Vx,1500
2,33,4,1.2,0,F_Vy,1500
2,34,4,1,0,F_Vz,1500
2,35,4,2.4,0,F_Vx,1500
2,36,4,3.2,0,F_Vx,1500
2,37,4,3.2,0,F_Vy,1500
2,38,4,2.1,0,F_Vz,1500
2,39,4,4.8,0,F_Vy,1500
2,40,4,3.8,0,F_Vz,1500
2,41,4,1.4,0,F_Vz,1500
2,42,4,0.8,0,F_Vx,1500
2,43,1,0.5,0,F_Vx,1500
2,46,1,0.7,0,F_Vy,1500
2,51,2,0.4,0,F_Vy,1500
2,56,2,0.7,0,F_Vz,1500
2,59,3,0.5,0,F_Vx,1500
2,60,3,1.5,0,F_Vy,1500
2,61,3,0.5,0,F_Vy,1500
2,62,3,0.5,0,F_Vx,1500
2,63,4,4.8,0,Missing,1500
2,12,3,5.5,0,NF_Az,1500
2,15,3,1.1,0,NF_Vz,1500
2,22,1,0.7,0,F_Vx,1500
2,23,3,1.6,0,F_Vy,1500
2,24,3,0.8,0,F_Vz,1500
2,25,3,1.6,0,F_Vx,1500
2,26,3,0.9,0,F_Vy,1500
2,28,4,1.1,0,F_Vy,1500
2,29,1,0.6,0,F_Vx,1500
2,30,1,0.6,0,F_Vx,1500
2,32,1,0.7,0,F_Vx,1500
2,37,2,1.1,0,F_Vx,1500
2,39,2,0.8,0,F_Vy,1500
