zip_code;week_ending_date;total_properties_this_week;total_properties_last_week;total_properties_week_change;pct_state_traffic_week_avg;pct_national_traffic_week_avg
45804;2015/09/05 00:00:00.000;6;6;0;0.0361473497;0.0008307784
45806;2015/07/04 00:00:00.000;6;6;0;0.032486407;0.0007435637
45807;2015/07/04 00:00:00.000;10;12;-2;0.0444550833;0.0010175082
45810;2015/07/04 00:00:00.000;3;4;-1;0.0119686763;0.0002739445
45812;2015/09/05 00:00:00.000;4;3;1;0.0016430614;0.0000377627
45813;2015/09/05 00:00:00.000;6;5;1;0.0049291841;0.000113288
45813;2015/07/04 00:00:00.000;5;5;0;0.0068392436;0.0001565397
45814;2015/07/04 00:00:00.000;7;6;1;0.0017098109;0.0000391349
45817;2015/07/04 00:00:00.000;4;4;0;0.0239373525;0.000547889
45817;2015/09/05 00:00:00.000;3;4;-1;0.0147875522;0.0003398639
45819;2015/07/04 00:00:00.000;2;2;0;0.0048713952;0.0001166804
45821;2015/09/05 00:00:00.000;1;1;0;0.0049291841;0.000113288
45822;2015/09/05 00:00:00.000;53;56;-3;0.0952975584;0.0021902339
45830;2015/09/05 00:00:00.000;1;1;0;0.0115014295;0.0002643386
45830;2015/07/04 00:00:00.000;2;2;0;0.0034196218;0.0000782699
45831;2015/09/05 00:00:00.000;2;1;1;0.0049291841;0.000113288
45831;2015/07/04 00:00:00.000;2;2;0;0.0102588654;0.0002348096
45833;2015/07/04 00:00:00.000;11;7;4;0.0273569743;0.0006261589
45836;2015/09/05 00:00:00.000;1;1;0;0.00475097;0.0001090381
45840;2015/07/04 00:00:00.000;112;115;-3;0.5197825121;0.0118970188
45840;2015/09/05 00:00:00.000;144;133;11;0.4617002399;0.0106113056
45841;2015/07/04 00:00:00.000;2;1;1;0.0034196218;0.0000782699
45845;2015/07/04 00:00:00.000;2;3;-1;0.0085490545;0.0001956747
45845;2015/09/05 00:00:00.000;1;1;0;0.0065722454;0.0001510506
45846;2015/09/05 00:00:00.000;1;1;0;0.0246459203;0.0005664398
45849;2015/07/04 00:00:00.000;1;1;0;0.0017098109;0.0000391349
45850;2015/09/05 00:00:00.000;2;2;0;0.0032861227;0.0000755253
45856;2015/09/05 00:00:00.000;8;7;1;0.0016430614;0.0000377627
45856;2015/07/04 00:00:00.000;1;3;-2;0.0034196218;0.0000782699
45862;2015/07/04 00:00:00.000;4;5;-1;0.0031598572;0.0000734062
45865;2015/09/05 00:00:00.000;1;1;0;0.0788669449;0.0018126074
45867;2015/07/04 00:00:00.000;1;1;0;0.0017098109;0.0000391349
45868;2015/09/05 00:00:00.000;1;1;0;0.0016430614;0.0000377627
45869;2015/09/05 00:00:00.000;3;3;0;0.0164306135;0.0003776265
45869;2015/07/04 00:00:00.000;3;6;-3;0.0239373525;0.000547889
45871;2015/09/05 00:00:00.000;2;2;0;0.0049291841;0.000113288
45872;2015/07/04 00:00:00.000;3;2;1;0.0034196218;0.0000782699
45872;2015/09/05 00:00:00.000;5;5;0;0.0098583681;0.0002265759
45873;2015/07/04 00:00:00.000;2;2;0;0.0102588654;0.0002348096
45875;2015/09/05 00:00:00.000;12;7;5;0.0180736749;0.0004153892
45875;2015/07/04 00:00:00.000;9;7;2;0.0205177307;0.0004696192
45879;2015/07/04 00:00:00.000;11;14;-3;0.0170981089;0.0003913493
45880;2015/09/05 00:00:00.000;3;4;-1;0.0016430614;0.0000377627
45880;2015/07/04 00:00:00.000;5;3;2;0.0017098109;0.0000391349
45881;2015/09/05 00:00:00.000;1;2;-1;0.0032861227;0.0000755253
45882;2015/07/04 00:00:00.000;3;5;-2;0.0068392436;0.0001565397
45885;2015/07/04 00:00:00.000;32;29;3;0.0376158397;0.0008609685
45885;2015/09/05 00:00:00.000;28;24;4;0.0197167362;0.0004531518
45889;2015/07/04 00:00:00.000;1;1;0;0.0188079198;0.0004304842
45889;2015/09/05 00:00:00.000;1;1;0;0.0082153068;0.0001888133
45891;2015/07/04 00:00:00.000;4;2;2;0.0341962179;0.0007826986
45895;2015/09/05 00:00:00.000;21;20;1;0.0706516381;0.0016237941
45895;2015/07/04 00:00:00.000;27;29;-2;0.0923297883;0.0021132862
45898;2015/07/04 00:00:00.000;3;3;0;0.0064951936;0.0001555739
46001;2015/09/05 00:00:00.000;21;22;-1;0.0788193406;0.0010951169
46011;2015/07/04 00:00:00.000;41;43;-2;0.140875596;0.0020350164
46012;2015/07/04 00:00:00.000;52;52;0;0.35218899;0.0050875409
46017;2015/07/04 00:00:00.000;36;38;-2;0.0866926745;0.0012523178
46030;2015/09/05 00:00:00.000;13;13;0;0.0407686245;0.0005664398
46031;2015/07/04 00:00:00.000;8;9;-1;0.0216731686;0.0003130794
46032;2015/07/04 00:00:00.000;150;150;0;1.1378413524;0.0164366707
46033;2015/09/05 00:00:00.000;115;101;14;0.7202456989;0.0100071032
46034;2015/09/05 00:00:00.000;34;28;6;0.0978446987;0.0013594555
46036;2015/09/05 00:00:00.000;24;22;2;0.054358166;0.0007552531
46036;2015/07/04 00:00:00.000;24;25;-1;0.0758560902;0.001095778
46037;2015/07/04 00:00:00.000;175;167;8;0.9780017339;0.0141277098
46037;2015/09/05 00:00:00.000;152;141;11;0.8642948387;0.0120085238
46040;2015/07/04 00:00:00.000;198;196;2;0.3278066753;0.0047353266
46040;2015/09/05 00:00:00.000;100;108;-8;0.3152773625;0.0043804678
46041;2015/09/05 00:00:00.000;21;16;5;0.1386133232;0.0019258953
46041;2015/07/04 00:00:00.000;23;22;1;0.1652579107;0.0023872307
46051;2015/07/04 00:00:00.000;5;5;0;0.0839835284;0.0012131828
46051;2015/09/05 00:00:00.000;2;2;0;0.0217432664;0.0003021012
46052;2015/07/04 00:00:00.000;55;53;2;0.2763328999;0.0039917629
46056;2015/09/05 00:00:00.000;5;5;0;0.0027179083;0.0000377627
46057;2015/09/05 00:00:00.000;1;1;0;0.0054358166;0.0000755253
46058;2015/07/04 00:00:00.000;4;3;1;0.0162548765;0.0002348096
46062;2015/09/05 00:00:00.000;378;314;64;0.584350284;0.0081189705
46064;2015/07/04 00:00:00.000;37;33;4;0.2600780234;0.0037569533
46065;2015/09/05 00:00:00.000;4;4;0;0.0298969913;0.0004153892
46068;2015/07/04 00:00:00.000;2;2;0;0.0406371912;0.000587024
46069;2015/07/04 00:00:00.000;10;11;-1;0.0839835284;0.0012131828
46069;2015/09/05 00:00:00.000;17;10;7;0.0489223494;0.0006797278
46070;2015/09/05 00:00:00.000;2;2;0;0.027179083;0.0003776265
46074;2015/09/05 00:00:00.000;410;388;22;0.6088114587;0.0084588344
46075;2015/07/04 00:00:00.000;46;50;-4;0.0975292588;0.0014088575
46075;2015/09/05 00:00:00.000;28;29;-1;0.154920773;0.0021524712
46076;2015/07/04 00:00:00.000;3;3;0;0.0027091461;0.0000391349
46104;2015/09/05 00:00:00.000;1;1;0;0.0244611747;0.0003398639
46105;2015/09/05 00:00:00.000;3;2;1;0.0027179083;0.0000377627
46106;2015/07/04 00:00:00.000;24;24;0;0.1625487646;0.0023480958
46107;2015/07/04 00:00:00.000;38;41;-3;0.1300390117;0.0018784766
46112;2015/09/05 00:00:00.000;101;96;5;0.4375832359;0.0060797872
46113;2015/07/04 00:00:00.000;37;32;5;0.1029475509;0.0014871273
46115;2015/09/05 00:00:00.000;5;6;-1;0.0217432664;0.0003021012
46120;2015/07/04 00:00:00.000;18;16;2;0.0975292588;0.0014088575
46121;2015/07/04 00:00:00.000;26;23;3;0.0677286519;0.0009783733
46121;2015/09/05 00:00:00.000;18;16;2;0.0570760743;0.0007930157
46122;2015/09/05 00:00:00.000;35;34;1;0.3343027206;0.0046448064
46126;2015/07/04 00:00:00.000;5;5;0;0.0108365843;0.0001565397
46126;2015/09/05 00:00:00.000;5;2;3;0.0489223494;0.0006797278
46130;2015/07/04 00:00:00.000;7;8;-1;0.0189640225;0.0002739445
46130;2015/09/05 00:00:00.000;6;6;0;0.0135895415;0.0001888133
46131;2015/07/04 00:00:00.000;64;55;9;0.6014304291;0.0086879545
46131;2015/09/05 00:00:00.000;60;57;3;0.5816323757;0.0080812078
46140;2015/09/05 00:00:00.000;104;98;6;0.4783518604;0.006646227
46140;2015/07/04 00:00:00.000;101;95;6;0.4117902037;0.0059485094
46142;2015/09/05 00:00:00.000;83;74;9;0.51096676;0.0070993788
46142;2015/07/04 00:00:00.000;87;82;5;0.8723450368;0.0126014475
46147;2015/09/05 00:00:00.000;6;5;1;0.0217432664;0.0003021012
46147;2015/07/04 00:00:00.000;17;14;3;0.0568920676;0.0008218335
46149;2015/07/04 00:00:00.000;3;3;0;0.0108365843;0.0001565397
46157;2015/07/04 00:00:00.000;11;9;2;0.0460554833;0.0006652938
46158;2015/07/04 00:00:00.000;64;62;2;0.4307542263;0.0062224539
46161;2015/07/04 00:00:00.000;7;6;1;0.0216731686;0.0003130794
46164;2015/07/04 00:00:00.000;52;50;2;0.2302774166;0.0033264691
46165;2015/07/04 00:00:00.000;5;4;1;0.0270914608;0.0003913493
46166;2015/07/04 00:00:00.000;8;7;1;0.0406371912;0.000587024
46167;2015/07/04 00:00:00.000;18;18;0;0.0948201127;0.0013697226
46171;2015/07/04 00:00:00.000;4;3;1;0.0135457304;0.0001956747
46173;2015/07/04 00:00:00.000;22;19;3;0.0514737755;0.0007435637
46176;2015/07/04 00:00:00.000;45;50;-5;0.3007152146;0.0043439773
46180;2015/07/04 00:00:00.000;1;1;0;0.0025618691;0.0000388935
46182;2015/07/04 00:00:00.000;1;2;-1;0.0162548765;0.0002348096
46186;2015/07/04 00:00:00.000;7;8;-1;0.0054182922;0.0000782699
46202;2015/07/04 00:00:00.000;43;51;-8;0.5499566537;0.0079443908
46203;2015/07/04 00:00:00.000;97;89;8;0.9238188123;0.0133450112
46205;2015/07/04 00:00:00.000;97;88;9;0.8289986996;0.0119752886
46208;2015/07/04 00:00:00.000;78;69;9;0.528283485;0.0076313114
46214;2015/07/04 00:00:00.000;59;61;-2;0.3955353273;0.0057136998
55760;2015/09/05 00:00:00.000;21;15;6;0.0259681241;0.0003021012
55760;2015/07/04 00:00:00.000;4;5;-1;0.0457680866;0.000547889
55763;2015/07/04 00:00:00.000;2;2;0;0.0098074471;0.0001174048
55763;2015/09/05 00:00:00.000;3;3;0;0.0292141396;0.0003398639
55765;2015/09/05 00:00:00.000;3;4;-1;0.0259681241;0.0003021012
55765;2015/07/04 00:00:00.000;1;1;0;0.0263956711;0.0003111478
55767;2015/07/04 00:00:00.000;8;10;-2;0.0588446827;0.0007044287
55767;2015/09/05 00:00:00.000;6;7;-1;0.0616742948;0.0007174904
55768;2015/07/04 00:00:00.000;6;5;1;0.0065382981;0.0000782699
55768;2015/09/05 00:00:00.000;3;7;-4;0.0259681241;0.0003021012
55769;2015/07/04 00:00:00.000;10;7;3;0.0163457452;0.0001956747
55769;2015/09/05 00:00:00.000;9;8;1;0.0519362483;0.0006042025
55771;2015/09/05 00:00:00.000;8;9;-1;0.0194760931;0.0002265759
55771;2015/07/04 00:00:00.000;3;3;0;0.0261531923;0.0003130794
55775;2015/07/04 00:00:00.000;7;8;-1;0.0228840433;0.0002739445
55775;2015/09/05 00:00:00.000;5;4;1;0.0097380465;0.000113288
55779;2015/09/05 00:00:00.000;50;44;6;0.0357061707;0.0004153892
55779;2015/07/04 00:00:00.000;9;10;-1;0.0326914904;0.0003913493
55781;2015/09/05 00:00:00.000;6;6;0;0.0097380465;0.000113288
55781;2015/07/04 00:00:00.000;6;6;0;0.0098983767;0.0001166804
55783;2015/07/04 00:00:00.000;13;16;-3;0.0424989375;0.0005087541
55783;2015/09/05 00:00:00.000;14;14;0;0.0681663258;0.0007930157
55787;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
55790;2015/07/04 00:00:00.000;9;10;-1;0.0392297885;0.0004696192
55792;2015/09/05 00:00:00.000;30;51;-21;0.0649203103;0.0007552531
55792;2015/07/04 00:00:00.000;46;55;-9;0.1307659616;0.0015653972
55793;2015/09/05 00:00:00.000;2;2;0;0.003936388;0.000040721
55795;2015/07/04 00:00:00.000;4;4;0;0.0359606394;0.0004304842
55795;2015/09/05 00:00:00.000;6;5;1;0.0714123414;0.0008307784
55797;2015/07/04 00:00:00.000;3;3;0;0.0163457452;0.0001956747
55797;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
55798;2015/09/05 00:00:00.000;3;2;1;0.0032460155;0.0000377627
55802;2015/09/05 00:00:00.000;7;6;1;0.0616742948;0.0007174904
55802;2015/07/04 00:00:00.000;1;1;0;0.0621138318;0.0007435637
55803;2015/09/05 00:00:00.000;40;35;5;0.5745447463;0.0066839897
55803;2015/07/04 00:00:00.000;36;30;6;1.0690117362;0.0127971222
55804;2015/09/05 00:00:00.000;40;37;3;0.4933943584;0.0057399233
55804;2015/07/04 00:00:00.000;23;23;0;0.7551734284;0.0090401689
55805;2015/07/04 00:00:00.000;15;11;4;0.2321095819;0.00277858
55805;2015/09/05 00:00:00.000;18;18;0;0.2531892102;0.002945487
55806;2015/09/05 00:00:00.000;19;18;1;0.1850228844;0.0021524712
55806;2015/07/04 00:00:00.000;13;12;1;0.2321095819;0.00277858
55807;2015/07/04 00:00:00.000;23;22;1;0.3138383079;0.0037569533
55808;2015/09/05 00:00:00.000;15;15;0;0.1428246827;0.0016615568
55810;2015/09/05 00:00:00.000;141;144;-3;0.1915149154;0.0022279966
55810;2015/07/04 00:00:00.000;66;42;24;0.1928797934;0.0023089609
55811;2015/07/04 00:00:00.000;186;184;2;0.7486351303;0.008961899
55812;2015/09/05 00:00:00.000;9;12;-3;0.3375856137;0.003927316
55901;2015/09/05 00:00:00.000;69;70;-1;1.2367319116;0.014387571
55902;2015/07/04 00:00:00.000;58;67;-9;0.8990159861;0.0107621058
55904;2015/09/05 00:00:00.000;39;33;6;0.415489986;0.0048336196
55906;2015/09/05 00:00:00.000;34;37;-3;0.4414581102;0.0051357209
55906;2015/07/04 00:00:00.000;55;59;-4;0.4347968224;0.0052049457
55910;2015/09/05 00:00:00.000;1;1;0;0.0095047999;0.0001090381
55910;2015/07/04 00:00:00.000;4;4;0;0.003269149;0.0000391349
55912;2015/07/04 00:00:00.000;29;27;2;0.1896106443;0.002269826
55912;2015/09/05 00:00:00.000;23;22;1;0.1525627292;0.0017748447
55918;2015/09/05 00:00:00.000;2;2;0;0.0031682666;0.000036346
55919;2015/09/05 00:00:00.000;3;3;0;0.0097380465;0.000113288
55919;2015/07/04 00:00:00.000;1;1;0;0.0163457452;0.0001956747
55920;2015/09/05 00:00:00.000;14;14;0;0.107118512;0.0012461676
55920;2015/07/04 00:00:00.000;13;15;-2;0.0653829808;0.0007826986
55921;2015/07/04 00:00:00.000;5;3;2;0.0294223414;0.0003522144
55921;2015/09/05 00:00:00.000;4;4;0;0.0389521862;0.0004531518
55922;2015/07/04 00:00:00.000;1;1;0;0.0065382981;0.0000782699
55923;2015/09/05 00:00:00.000;3;2;1;0.0389521862;0.0004531518
55923;2015/07/04 00:00:00.000;3;4;-1;0.0261531923;0.0003130794
55924;2015/07/04 00:00:00.000;4;5;-1;0.0196148942;0.0002348096
55926;2015/07/04 00:00:00.000;1;1;0;0.0098074471;0.0001174048
55926;2015/09/05 00:00:00.000;1;1;0;0.0095047999;0.0001090381
55927;2015/09/05 00:00:00.000;10;9;1;0.0227221086;0.0002643386
55929;2015/09/05 00:00:00.000;2;2;0;0.0129840621;0.0001510506
55931;2015/09/05 00:00:00.000;1;1;0;0.0097380465;0.000113288
55931;2015/07/04 00:00:00.000;1;1;0;0.0079450205;0.00008507
55932;2015/07/04 00:00:00.000;5;4;1;0.0065382981;0.0000782699
55932;2015/09/05 00:00:00.000;2;2;0;0.0162300776;0.0001888133
55934;2015/07/04 00:00:00.000;2;2;0;0.0359606394;0.0004304842
55935;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
55939;2015/09/05 00:00:00.000;3;2;1;0.0126730666;0.0001453841
55940;2015/07/04 00:00:00.000;5;5;0;0.0130765962;0.0001565397
55940;2015/09/05 00:00:00.000;6;6;0;0.0389521862;0.0004531518
55943;2015/09/05 00:00:00.000;3;3;0;0.0908884344;0.0010573543
55943;2015/07/04 00:00:00.000;6;5;1;0.0261531923;0.0003130794
55946;2015/07/04 00:00:00.000;12;10;2;0.0261531923;0.0003130794
55946;2015/09/05 00:00:00.000;11;10;1;0.0292141396;0.0003398639
55947;2015/09/05 00:00:00.000;23;24;-1;0.1363326517;0.0015860314
55947;2015/07/04 00:00:00.000;14;16;-2;0.0621138318;0.0007435637
55951;2015/09/05 00:00:00.000;2;3;-1;0.0032460155;0.0000377627
55952;2015/09/05 00:00:00.000;6;7;-1;0.0357061707;0.0004153892
55954;2015/07/04 00:00:00.000;3;3;0;0.0392297885;0.0004696192
55954;2015/09/05 00:00:00.000;2;1;1;0.0032460155;0.0000377627
55956;2015/09/05 00:00:00.000;4;5;-1;0.0097380465;0.000113288
55957;2015/09/05 00:00:00.000;2;2;0;0.0032460155;0.0000377627
55957;2015/07/04 00:00:00.000;2;2;0;0.0130765962;0.0001565397
55959;2015/09/05 00:00:00.000;3;5;-2;0.006492031;0.0000755253
55959;2015/07/04 00:00:00.000;4;3;1;0.0228840433;0.0002739445
55960;2015/09/05 00:00:00.000;8;8;0;0.0389521862;0.0004531518
55962;2015/07/04 00:00:00.000;1;1;0;0.0164972944;0.0001944674
55963;2015/07/04 00:00:00.000;11;12;-1;0.078459577;0.0009392383
55963;2015/09/05 00:00:00.000;6;6;0;0.0519362483;0.0006042025
55964;2015/09/05 00:00:00.000;3;2;1;0.0129840621;0.0001510506
55968;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
55969;2015/09/05 00:00:00.000;3;3;0;0.0348509331;0.0003998062
55971;2015/09/05 00:00:00.000;1;1;0;0.0746583569;0.000868541
55971;2015/07/04 00:00:00.000;8;7;1;0.0261531923;0.0003130794
55972;2015/09/05 00:00:00.000;17;12;5;0.0584282793;0.0006797278
55974;2015/07/04 00:00:00.000;3;3;0;0.003269149;0.0000391349
55974;2015/09/05 00:00:00.000;5;5;0;0.0253461331;0.0002907681
55975;2015/07/04 00:00:00.000;2;3;-1;0.0424989375;0.0005087541
55975;2015/09/05 00:00:00.000;5;5;0;0.0324601552;0.0003776265
55981;2015/07/04 00:00:00.000;4;4;0;0.078459577;0.0009392383
55982;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
55983;2015/09/05 00:00:00.000;2;2;0;0.0095047999;0.0001090381
55987;2015/09/05 00:00:00.000;60;39;21;0.3862758464;0.0044937558
55991;2015/09/05 00:00:00.000;2;2;0;0.0126730666;0.0001453841
55992;2015/09/05 00:00:00.000;9;9;0;0.0779043724;0.0009063037
56001;2015/09/05 00:00:00.000;82;85;-3;1.012756841;0.0117819479
56003;2015/07/04 00:00:00.000;21;21;0;0.2059563896;0.0024655006
56007;2015/09/05 00:00:00.000;46;45;1;0.6849092739;0.0079679199
56010;2015/07/04 00:00:00.000;2;2;0;0.0032994589;0.0000388935
56011;2015/07/04 00:00:00.000;29;31;-2;0.2255712838;0.0027003102
56013;2015/09/05 00:00:00.000;24;30;-6;0.0324601552;0.0003776265
56014;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56016;2015/07/04 00:00:00.000;3;2;1;0.0294223414;0.0003522144
56021;2015/07/04 00:00:00.000;1;1;0;0.0065382981;0.0000782699
56024;2015/09/05 00:00:00.000;8;7;1;0.0454442172;0.0005286771
56024;2015/07/04 00:00:00.000;1;2;-1;0.0490372356;0.000587024
56025;2015/09/05 00:00:00.000;1;1;0;0.003936388;0.000040721
56028;2015/07/04 00:00:00.000;1;1;0;0.0196148942;0.0002348096
56028;2015/09/05 00:00:00.000;5;3;2;0.0227221086;0.0002643386
56031;2015/07/04 00:00:00.000;18;17;1;0.1569191539;0.0018784766
56032;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56036;2015/07/04 00:00:00.000;1;1;0;0.0130765962;0.0001565397
56036;2015/09/05 00:00:00.000;3;3;0;0.0324601552;0.0003776265
56037;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
56042;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
56042;2015/07/04 00:00:00.000;1;1;0;0.0098074471;0.0001174048
56045;2015/07/04 00:00:00.000;2;2;0;0.0163457452;0.0001956747
56046;2015/07/04 00:00:00.000;1;1;0;0.0065382981;0.0000782699
56050;2015/07/04 00:00:00.000;1;1;0;0.0130765962;0.0001565397
56051;2015/09/05 00:00:00.000;2;1;1;0.006492031;0.0000755253
56051;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56052;2015/09/05 00:00:00.000;1;1;0;0.0063365333;0.000072692
56055;2015/07/04 00:00:00.000;11;8;3;0.1078819183;0.0012914527
56057;2015/09/05 00:00:00.000;10;8;2;0.0292141396;0.0003398639
56058;2015/07/04 00:00:00.000;21;21;0;0.0980744712;0.0011740479
56062;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
56063;2015/07/04 00:00:00.000;8;6;2;0.0882670241;0.0010566431
56065;2015/09/05 00:00:00.000;9;13;-4;0.0129840621;0.0001510506
56068;2015/07/04 00:00:00.000;4;3;1;0.0065382981;0.0000782699
56069;2015/07/04 00:00:00.000;6;7;-1;0.0163457452;0.0001956747
56071;2015/09/05 00:00:00.000;32;24;8;0.1298406206;0.0015105061
56072;2015/07/04 00:00:00.000;8;8;0;0.0326914904;0.0003913493
56073;2015/09/05 00:00:00.000;16;24;-8;0.0908884344;0.0010573543
56073;2015/07/04 00:00:00.000;20;20;0;0.1830723463;0.0021915561
56074;2015/09/05 00:00:00.000;1;1;0;0.0129840621;0.0001510506
56074;2015/07/04 00:00:00.000;1;2;-1;0.0163457452;0.0001956747
56080;2015/07/04 00:00:00.000;1;1;0;0.0065382981;0.0000782699
56080;2015/09/05 00:00:00.000;2;2;0;0.0227221086;0.0002643386
56081;2015/07/04 00:00:00.000;2;2;0;0.003269149;0.0000391349
56081;2015/09/05 00:00:00.000;3;4;-1;0.0129840621;0.0001510506
56082;2015/09/05 00:00:00.000;23;23;0;0.2044989775;0.0023790472
56085;2015/07/04 00:00:00.000;5;3;2;0.0098074471;0.0001174048
56085;2015/09/05 00:00:00.000;7;8;-1;0.0649203103;0.0007552531
56087;2015/09/05 00:00:00.000;5;4;1;0.0097380465;0.000113288
56088;2015/09/05 00:00:00.000;1;1;0;0.0292141396;0.0003398639
56090;2015/07/04 00:00:00.000;1;1;0;0.0065989178;0.000077787
56093;2015/07/04 00:00:00.000;31;24;7;0.1765340482;0.0021132862
56096;2015/09/05 00:00:00.000;6;8;-2;0.0746583569;0.000868541
56096;2015/07/04 00:00:00.000;11;8;3;0.0457680866;0.000547889
56097;2015/09/05 00:00:00.000;13;6;7;0.0324601552;0.0003776265
56098;2015/07/04 00:00:00.000;6;3;3;0.0065989178;0.000077787
56101;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
56101;2015/07/04 00:00:00.000;1;2;-1;0.0424989375;0.0005087541
56110;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
56113;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
56119;2015/07/04 00:00:00.000;3;2;1;0.0032994589;0.0000388935
56121;2015/09/05 00:00:00.000;3;4;-1;0.0032460155;0.0000377627
56123;2015/07/04 00:00:00.000;2;2;0;0.0065382981;0.0000782699
56128;2015/09/05 00:00:00.000;6;3;3;0.0129840621;0.0001510506
56137;2015/07/04 00:00:00.000;4;4;0;0.0098074471;0.0001174048
56143;2015/07/04 00:00:00.000;4;9;-5;0.0980744712;0.0011740479
56144;2015/09/05 00:00:00.000;1;1;0;0.006492031;0.0000755253
56150;2015/09/05 00:00:00.000;5;5;0;0.0454442172;0.0005286771
56151;2015/09/05 00:00:00.000;1;1;0;0.0031682666;0.000036346
56161;2015/09/05 00:00:00.000;2;1;1;0.0032460155;0.0000377627
56161;2015/07/04 00:00:00.000;1;1;0;0.0098074471;0.0001174048
56166;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56166;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
56172;2015/07/04 00:00:00.000;2;4;-2;0.0261531923;0.0003130794
56175;2015/09/05 00:00:00.000;20;12;8;0.006492031;0.0000755253
56175;2015/07/04 00:00:00.000;5;5;0;0.0163457452;0.0001956747
56176;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56176;2015/09/05 00:00:00.000;4;2;2;0.0032460155;0.0000377627
56183;2015/09/05 00:00:00.000;6;3;3;0.0097380465;0.000113288
56201;2015/09/05 00:00:00.000;69;68;1;0.3732917843;0.0043427051
56208;2015/07/04 00:00:00.000;1;1;0;0.0065989178;0.000077787
56215;2015/09/05 00:00:00.000;15;6;9;0.0324601552;0.0003776265
56218;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56220;2015/09/05 00:00:00.000;15;6;9;0.0097380465;0.000113288
56222;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56225;2015/09/05 00:00:00.000;5;2;3;0.0032460155;0.0000377627
56225;2015/07/04 00:00:00.000;2;2;0;0.003269149;0.0000391349
56228;2015/09/05 00:00:00.000;1;1;0;0.0097380465;0.000113288
56229;2015/09/05 00:00:00.000;6;5;1;0.0158413332;0.0001817301
56229;2015/07/04 00:00:00.000;1;2;-1;0.0039725102;0.000042535
56230;2015/07/04 00:00:00.000;3;3;0;0.0065382981;0.0000782699
56232;2015/07/04 00:00:00.000;1;1;0;0.0230962122;0.0002722544
56239;2015/09/05 00:00:00.000;1;1;0;0.0031682666;0.000036346
56241;2015/07/04 00:00:00.000;4;4;0;0.003269149;0.0000391349
56243;2015/07/04 00:00:00.000;6;7;-1;0.0131978356;0.0001555739
56251;2015/07/04 00:00:00.000;3;3;0;0.003269149;0.0000391349
56252;2015/09/05 00:00:00.000;2;2;0;0.0032460155;0.0000377627
56253;2015/09/05 00:00:00.000;1;1;0;0.0129840621;0.0001510506
56256;2015/09/05 00:00:00.000;8;2;6;0.006492031;0.0000755253
56258;2015/07/04 00:00:00.000;8;9;-1;0.0523063846;0.0006261589
56262;2015/09/05 00:00:00.000;2;2;0;0.0063365333;0.000072692
56263;2015/07/04 00:00:00.000;1;1;0;0.0065382981;0.0000782699
56263;2015/09/05 00:00:00.000;3;2;1;0.0063365333;0.000072692
56264;2015/07/04 00:00:00.000;2;2;0;0.003269149;0.0000391349
56267;2015/09/05 00:00:00.000;4;4;0;0.0714123414;0.0008307784
56267;2015/07/04 00:00:00.000;2;2;0;0.003269149;0.0000391349
56270;2015/09/05 00:00:00.000;4;2;2;0.0126730666;0.0001453841
56270;2015/07/04 00:00:00.000;4;4;0;0.0065989178;0.000077787
56273;2015/09/05 00:00:00.000;18;11;7;0.0616742948;0.0007174904
56273;2015/07/04 00:00:00.000;4;5;-1;0.0457680866;0.000547889
56277;2015/07/04 00:00:00.000;2;2;0;0.0098074471;0.0001174048
56277;2015/09/05 00:00:00.000;5;11;-6;0.0097380465;0.000113288
56278;2015/09/05 00:00:00.000;13;4;9;0.0259681241;0.0003021012
56278;2015/07/04 00:00:00.000;3;4;-1;0.0098074471;0.0001174048
56281;2015/09/05 00:00:00.000;1;1;0;0.0032460155;0.0000377627
56281;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56282;2015/09/05 00:00:00.000;3;3;0;0.0126730666;0.0001453841
56285;2015/07/04 00:00:00.000;1;1;0;0.003269149;0.0000391349
56288;2015/07/04 00:00:00.000;7;6;1;0.0621138318;0.0007435637
56289;2015/07/04 00:00:00.000;2;2;0;0.0196148942;0.0002348096
