Keyword,Mentions,Mention Date,Zipcode,State,IP Address,,,
establishment,656,1/6/14,70826,Louisiana,216.131.32.15,,,
holder,960,1/6/14,89155,Nevada,27.239.236.239,,,
videos,1448,1/6/14,87592,New Mexico,149.239.249.126,,,
custom,1744,1/7/14,22225,Virginia,173.164.64.134,,,
great,1880,1/7/14,46207,Indiana,62.18.226.20,,,
healthy,1528,1/7/14,7195,New Jersey,64.120.228.217,,,
layer,1712,1/7/14,18763,Pennsylvania,0.24.43.148,,,
making,456,1/7/14,44185,Ohio,233.110.107.226,,,
tiny,1848,1/7/14,59623,Montana,9.61.151.119,,,
roses,584,1/8/14,98447,Washington,166.137.3.155,,,
stickers,960,1/8/14,95838,California,149.163.50.95,,,
studios,208,1/8/14,59806,Montana,10.199.176.91,,,
world,560,1/8/14,73157,Oklahoma,177.40.68.209,,,
face,1504,1/9/14,36177,Alabama,200.20.97.142,,,
candy,688,1/10/14,20546,District of Columbia,7.60.72.68,,,
carton,1264,1/10/14,73104,Oklahoma,198.95.100.210,,,
good,1232,1/10/14,45020,Ohio,39.206.200.121,,,
humorous,624,1/10/14,85297,Arizona,129.132.79.168,,,
humorous,272,1/10/14,60619,Illinois,143.254.146.40,,,
politicbot,1784,1/10/14,52245,Iowa,158.143.52.99,,,
reasons,1200,1/10/14,23464,Virginia,209.209.34.42,,,
stressed,960,1/10/14,32277,Florida,24.240.231.67,,,
white,840,1/10/14,85010,Arizona,24.134.237.57,,,
world,216,1/10/14,43666,Ohio,30.22.70.14,,,
balloons,1784,1/11/14,74193,Oklahoma,117.28.201.239,,,
laugh,712,1/11/14,23663,Virginia,126.233.156.188,,,
basically,856,1/12/14,18514,Pennsylvania,156.45.223.68,,,
basically,1656,1/12/14,20029,District of Columbia,109.97.254.31,,,
hug,1296,1/12/14,77045,Texas,240.196.53.210,,,
lavender,1992,1/12/14,92825,California,137.251.89.33,,,
letters,1544,1/12/14,77201,Texas,185.73.129.99,,,
party,1040,1/12/14,32225,Florida,75.139.22.253,,,
town,384,1/12/14,48217,Michigan,239.5.102.148,,,
appreciates,328,1/13/14,30386,Georgia,185.71.230.42,,,
beginning,1472,1/13/14,14233,New York,24.121.50.45,,,
finished,696,1/13/14,49006,Michigan,108.7.171.243,,,
watch,608,1/13/14,78220,Texas,6.217.198.207,,,
wedding,312,1/13/14,32230,Florida,6.33.24.26,,,
world,1032,1/13/14,89505,Nevada,99.236.92.127,,,
youre,424,1/13/14,23668,Virginia,135.14.197.160,,,
easy,1080,1/14/14,85035,Arizona,6.186.133.92,,,
list,256,1/14/14,76705,Texas,123.210.251.63,,,
daddy,1848,1/15/14,30245,Georgia,32.75.148.37,,,
feet,1160,1/15/14,79905,Texas,228.249.7.191,,,
horny,1472,1/15/14,14263,New York,154.83.83.225,,,
hug,1040,1/15/14,6533,Connecticut,112.173.202.154,,,
review,512,1/15/14,23668,Virginia,48.33.42.64,,,
sweet,904,1/15/14,48609,Michigan,225.42.50.37,,,
yall,1568,1/15/14,20470,District of Columbia,191.128.166.154,,,
date,488,1/16/14,73104,Oklahoma,187.48.114.110,,,
hold,208,1/16/14,22333,Virginia,119.129.228.84,,,
stressed,648,1/16/14,89120,Nevada,126.84.171.171,,,
austin,424,1/17/14,30089,Georgia,81.117.197.118,,,
comment,1712,1/17/14,45454,Ohio,19.96.152.23,,,
mahone,1584,1/17/14,55590,Minnesota,181.210.68.38,,,
real,864,1/17/14,46699,Indiana,148.160.158.229,,,
studios,1288,1/17/14,19058,Pennsylvania,238.192.117.28,,,
thought,1696,1/17/14,33416,Florida,150.168.144.98,,,
work,1456,1/17/14,68524,Nebraska,0.176.37.176,,,
kissing,544,1/18/14,60158,Illinois,205.81.62.177,,,
quotes,1840,1/18/14,70836,Louisiana,72.158.228.45,,,
asleep,632,1/19/14,80310,Colorado,13.103.254.252,,,
blossoms,1520,1/19/14,80925,Colorado,199.51.206.75,,,
finished,1120,1/19/14,20420,District of Columbia,17.167.87.72,,,
layer,1800,1/19/14,14614,New York,2.82.180.216,,,
list,880,1/19/14,14609,New York,129.31.109.109,,,
love,1384,1/19/14,57198,South Dakota,230.76.64.26,,,
prank,1672,1/19/14,19115,Pennsylvania,20.76.240.253,,,
words,1976,1/19/14,46896,Indiana,41.48.177.118,,,
appreciates,472,1/20/14,45454,Ohio,34.176.144.173,,,
butter,1600,1/20/14,70124,Louisiana,42.129.177.94,,,
hug,944,1/20/14,2162,Massachusetts,225.33.209.15,,,
store,1344,1/20/14,46247,Indiana,92.157.53.38,,,
daniel,1392,1/21/14,14619,New York,224.21.221.8,,,
people,888,1/21/14,44310,Ohio,122.73.193.69,,,
tree,952,1/21/14,38150,Tennessee,248.124.17.163,,,
making,352,1/22/14,36628,Alabama,190.21.202.153,,,
recipe,264,1/22/14,79923,Texas,210.220.98.99,,,
unwrap,1616,1/22/14,97211,Oregon,187.205.234.201,,,
cake,1112,1/23/14,14276,New York,133.203.192.139,,,
decided,336,1/23/14,30610,Georgia,134.193.101.97,,,
subscribe,232,1/23/14,90610,California,61.14.0.234,,,
watch,1456,1/23/14,23464,Virginia,92.210.189.50,,,
picture,760,1/24/14,35236,Alabama,227.138.135.107,,,
worried,1568,1/24/14,94263,California,179.3.134.166,,,
basically,1296,1/25/14,47732,Indiana,235.231.199.243,,,
cake,616,1/25/14,90045,California,49.128.219.225,,,
crib,1360,1/25/14,79410,Texas,128.89.200.140,,,
favors,856,1/25/14,33169,Florida,131.242.232.173,,,
sick,680,1/25/14,77035,Texas,201.175.78.25,,,
closed,680,1/26/14,78721,Texas,76.251.147.93,,,
horny,1504,1/26/14,27425,North Carolina,105.181.129.172,,,
sick,1648,1/26/14,76134,Texas,122.143.102.92,,,
youre,1576,1/26/14,80910,Colorado,193.248.171.95,,,
laugh,1824,1/27/14,46634,Indiana,240.103.95.133,,,
picture,568,1/27/14,14604,New York,223.86.200.144,,,
share,1792,1/27/14,23705,Virginia,221.21.100.6,,,
relaxing,904,1/28/14,46634,Indiana,85.24.54.29,,,
appreciates,752,1/29/14,92127,California,253.78.153.155,,,
list,1568,1/29/14,10099,New York,164.149.92.244,,,
night,864,1/29/14,33355,Florida,53.185.107.175,,,
studios,760,1/29/14,33013,Florida,209.181.205.245,,,
world,664,1/29/14,85025,Arizona,38.51.128.137,,,
dont,1352,1/30/14,93381,California,8.65.33.123,,,
videos,960,1/30/14,77020,Texas,87.101.234.181,,,
click,1264,1/31/14,29605,South Carolina,199.94.157.16,,,
cute,1424,1/31/14,34474,Florida,201.2.8.174,,,
eatinglicking,1208,1/31/14,33694,Florida,134.201.69.113,,,
game,1480,1/31/14,23705,Virginia,234.187.43.27,,,
people,1112,1/31/14,70836,Louisiana,199.172.109.98,,,
bored,1480,2/1/14,55166,Minnesota,10.10.52.17,,,
homemade,808,2/2/14,32092,Florida,30.33.234.237,,,
horny,1488,2/2/14,7208,New Jersey,68.210.242.28,,,
love,1176,2/2/14,33355,Florida,225.79.222.167,,,
bored,1632,2/3/14,45426,Ohio,238.50.38.101,,,
date,976,2/3/14,21281,Maryland,154.116.137.39,,,
personalized,552,2/3/14,21203,Maryland,247.116.230.95,,,
share,672,2/4/14,32830,Florida,201.161.240.35,,,
writing,400,2/4/14,40215,Kentucky,47.125.220.200,,,
campaign,1832,2/5/14,29305,South Carolina,214.201.93.228,,,
fireworks,1632,2/5/14,20404,District of Columbia,167.190.1.63,,,
makey,568,2/5/14,36177,Alabama,87.255.208.118,,,
osmond,872,2/5/14,11470,New York,41.101.138.221,,,
recipe,776,2/5/14,77299,Texas,103.70.121.99,,,
studios,840,2/5/14,75507,Texas,37.75.177.234,,,
candy,1280,2/6/14,98158,Washington,47.70.220.3,,,
coupon,1032,2/6/14,32092,Florida,202.92.181.144,,,
kisses,1144,2/7/14,34108,Florida,60.18.199.46,,,
makey,1088,2/7/14,57105,South Dakota,141.246.168.142,,,
osmond,1096,2/7/14,23471,Virginia,4.231.182.114,,,
cupid,3160,2/8/14,34605,Florida,67.224.30.122,,,
cupid,3544,2/8/14,14619,New York,34.108.223.172,,,
cupid,1800,2/8/14,67236,Kansas,174.202.64.254,,,
cupid,3568,2/8/14,77055,Texas,162.236.216.128,,,
cupid,3240,2/8/14,33196,Florida,42.228.146.28,,,
hershey,3552,2/8/14,77050,Texas,221.182.68.63,,,
hershey,2408,2/8/14,67236,Kansas,78.127.57.157,,,
hershey,2536,2/8/14,30245,Georgia,206.144.31.29,,,
hershey,3472,2/8/14,79950,Texas,66.112.22.198,,,
hershey,3064,2/8/14,81005,Colorado,114.180.44.10,,,
hershey,3496,2/8/14,32590,Florida,45.4.2.57,,,
hershey,3488,2/8/14,37250,Tennessee,49.143.19.62,,,
hershey,2048,2/8/14,40515,Kentucky,42.189.185.244,,,
kiss,1672,2/8/14,49505,Michigan,161.248.91.144,,,
kiss,2528,2/8/14,22244,Virginia,124.39.3.28,,,
kiss,1632,2/8/14,89110,Nevada,233.26.70.245,,,
kiss,2024,2/8/14,33111,Florida,183.218.39.106,,,
kiss,2752,2/8/14,96840,Hawaii,226.178.96.84,,,
kiss,3264,2/8/14,92710,California,203.6.229.1,,,
kisses,2496,2/8/14,74103,Oklahoma,43.111.188.124,,,
kisses,3384,2/8/14,97271,Oregon,234.196.138.3,,,
kisses,3544,2/8/14,79940,Texas,4.72.99.41,,,
series,1192,2/8/14,2453,Massachusetts,25.205.26.9,,,
valentine,3256,2/8/14,22093,Virginia,16.206.145.5,,,
valentine,2296,2/8/14,66629,Kansas,118.30.123.41,,,
valentine,3296,2/8/14,60630,Illinois,188.104.247.4,,,
valentine,2464,2/8/14,94616,California,161.55.219.99,,,
valentine,2800,2/8/14,61629,Illinois,188.108.250.234,,,
austin,1000,2/9/14,37450,Tennessee,131.181.58.159,,,
cupid,3000,2/9/14,40586,Kentucky,144.93.240.133,,,
cupid,2624,2/9/14,19892,Delaware,136.226.140.151,,,
cupid,1600,2/9/14,33694,Florida,142.97.247.151,,,
cupid,2016,2/9/14,96805,Hawaii,3.151.123.106,,,
cupid,3592,2/9/14,14619,New York,0.194.26.162,,,
cupid,1624,2/9/14,44315,Ohio,134.212.0.94,,,
daddy,840,2/9/14,21216,Maryland,148.40.9.36,,,
heart,2512,2/9/14,48224,Michigan,148.104.131.224,,,
heart,2944,2/9/14,77015,Texas,21.4.150.164,,,
heart,1704,2/9/14,74193,Oklahoma,119.201.54.149,,,
heart,1728,2/9/14,20442,District of Columbia,35.86.146.177,,,
hershey,3456,2/9/14,80940,Colorado,250.209.232.38,,,
hershey,1640,2/9/14,97221,Oregon,166.16.56.142,,,
hershey,3560,2/9/14,1152,Massachusetts,77.83.89.107,,,
hershey,1776,2/9/14,10305,New York,56.103.182.17,,,
hershey,2600,2/9/14,80291,Colorado,114.67.192.216,,,
hope,1448,2/9/14,28805,North Carolina,147.191.248.109,,,
juice,1216,2/9/14,77090,Texas,239.251.92.227,,,
kiss,2896,2/9/14,34615,Florida,61.119.250.176,,,
kiss,2632,2/9/14,78220,Texas,99.172.173.36,,,
kiss,2456,2/9/14,55436,Minnesota,171.41.233.103,,,
kiss,3560,2/9/14,17405,Pennsylvania,92.131.86.27,,,
kiss,1824,2/9/14,92137,California,105.75.135.215,,,
kiss,2896,2/9/14,90101,California,225.50.43.184,,,
kiss,1912,2/9/14,94297,California,116.196.155.32,,,
kiss,2344,2/9/14,32412,Florida,231.231.15.9,,,
kisses,2424,2/9/14,33487,Florida,93.158.218.182,,,
kisses,2296,2/9/14,55487,Minnesota,33.171.30.72,,,
kisses,3312,2/9/14,32225,Florida,71.28.121.158,,,
kisses,2088,2/9/14,55115,Minnesota,165.162.76.158,,,
kisses,2744,2/9/14,23242,Virginia,198.174.157.91,,,
studios,528,2/9/14,27690,North Carolina,254.79.117.218,,,
thought,424,2/9/14,76134,Texas,53.212.68.145,,,
valentine,2448,2/9/14,20226,District of Columbia,191.181.176.171,,,
valentine,3456,2/9/14,76210,Texas,189.149.249.201,,,
valentine,2400,2/9/14,52410,Iowa,178.51.67.121,,,
valentine,2776,2/9/14,92862,California,111.47.225.174,,,
cupid,3408,2/10/14,78296,Texas,251.61.197.131,,,
delicious,1112,2/10/14,46620,Indiana,17.157.226.66,,,
heart,2400,2/10/14,33673,Florida,34.208.114.74,,,
heart,1920,2/10/14,13224,New York,165.15.155.42,,,
heart,2752,2/10/14,63116,Missouri,30.141.236.82,,,
heart,2648,2/10/14,94177,California,59.92.23.54,,,
heart,3560,2/10/14,46406,Indiana,76.189.157.188,,,
heart,2416,2/10/14,19610,Pennsylvania,47.46.10.168,,,
heart,3480,2/10/14,87201,New Mexico,169.222.171.73,,,
heart,1656,2/10/14,44177,Ohio,25.155.104.189,,,
heart,1808,2/10/14,53277,Wisconsin,96.235.141.79,,,
heart,3568,2/10/14,48670,Michigan,6.239.95.37,,,
heart,1928,2/10/14,89115,Nevada,141.157.184.147,,,
hershey,2912,2/10/14,19115,Pennsylvania,24.236.188.165,,,
hershey,2352,2/10/14,97405,Oregon,26.113.164.55,,,
hershey,1912,2/10/14,66611,Kansas,129.182.73.37,,,
hershey,2992,2/10/14,46852,Indiana,84.44.188.30,,,
hershey,2440,2/10/14,88553,Texas,156.230.172.217,,,
hershey,3440,2/10/14,2114,Massachusetts,200.81.112.119,,,
hug,1048,2/10/14,46207,Indiana,67.75.19.182,,,
kiss,3048,2/10/14,38197,Tennessee,170.249.134.220,,,
kiss,3560,2/10/14,47306,Indiana,253.231.57.101,,,
kiss,3288,2/10/14,10131,New York,76.72.205.210,,,
kiss,3280,2/10/14,40576,Kentucky,60.109.166.111,,,
kiss,2440,2/10/14,31106,Georgia,207.250.50.46,,,
kiss,1976,2/10/14,46266,Indiana,94.175.158.24,,,
kisses,3328,2/10/14,34620,Florida,134.187.142.163,,,
kisses,2960,2/10/14,29416,South Carolina,174.194.100.215,,,
kisses,2432,2/10/14,47805,Indiana,112.20.49.149,,,
layer,656,2/10/14,98008,Washington,163.200.252.158,,,
town,552,2/10/14,29305,South Carolina,18.84.89.163,,,
valentine,3016,2/10/14,87505,New Mexico,255.215.124.200,,,
valentine,2752,2/10/14,15230,Pennsylvania,59.175.10.71,,,
valentine,3368,2/10/14,93721,California,41.61.95.189,,,
valentine,2048,2/10/14,94121,California,70.242.129.232,,,
valentine,1984,2/10/14,1105,Massachusetts,123.250.112.123,,,
valentine,3336,2/10/14,92878,California,135.199.253.8,,,
cupid,3456,2/11/14,77299,Texas,86.51.230.174,,,
cupid,2216,2/11/14,40280,Kentucky,61.223.64.72,,,
cupid,3240,2/11/14,79405,Texas,203.196.17.144,,,
cupid,1896,2/11/14,20409,District of Columbia,13.107.118.212,,,
cupid,2528,2/11/14,90505,California,140.145.170.233,,,
cupid,2288,2/11/14,46239,Indiana,166.18.81.46,,,
cupid,3392,2/11/14,67260,Kansas,139.34.174.198,,,
cupid,1776,2/11/14,47737,Indiana,108.12.181.177,,,
friends,1240,2/11/14,64504,Missouri,61.39.118.161,,,
great,1256,2/11/14,14269,New York,46.152.129.248,,,
heart,2056,2/11/14,79182,Texas,20.151.94.242,,,
heart,3336,2/11/14,33111,Florida,212.169.16.138,,,
heart,2920,2/11/14,77065,Texas,207.0.221.136,,,
heart,3424,2/11/14,30356,Georgia,68.79.11.135,,,
heart,1752,2/11/14,59112,Montana,69.69.108.112,,,
heart,2432,2/11/14,33462,Florida,107.17.118.5,,,
heart,2072,2/11/14,6825,Connecticut,106.12.102.249,,,
heart,3384,2/11/14,49510,Michigan,177.34.223.38,,,
heart,2800,2/11/14,94207,California,24.62.177.108,,,
hershey,3464,2/11/14,89155,Nevada,71.171.143.253,,,
hershey,2264,2/11/14,11355,New York,10.79.202.202,,,
hershey,2176,2/11/14,95133,California,85.68.150.111,,,
kiss,2256,2/11/14,8603,New Jersey,47.21.114.135,,,
kiss,1688,2/11/14,55412,Minnesota,255.50.108.182,,,
kiss,2256,2/11/14,28230,North Carolina,212.195.113.189,,,
kiss,2536,2/11/14,29905,South Carolina,35.54.76.227,,,
kiss,2120,2/11/14,24048,Virginia,25.135.185.0,,,
kisses,2352,2/11/14,20029,District of Columbia,32.31.227.55,,,
kisses,3400,2/11/14,8619,New Jersey,118.231.182.93,,,
kisses,2936,2/11/14,34238,Florida,82.192.83.210,,,
kisses,2648,2/11/14,29805,South Carolina,7.198.255.108,,,
kisses,3504,2/11/14,88546,Texas,41.81.184.55,,,
silly,432,2/11/14,71307,Louisiana,248.163.55.93,,,
valentine,1616,2/11/14,68179,Nebraska,85.111.244.166,,,
valentine,2960,2/11/14,47937,Indiana,155.35.253.236,,,
valentine,3592,2/11/14,80920,Colorado,9.123.230.135,,,
valentine,1888,2/11/14,72916,Arkansas,29.207.140.66,,,
valentine,2832,2/11/14,94257,California,142.247.67.2,,,
valentine,2952,2/11/14,46614,Indiana,139.102.227.220,,,
butter,1464,2/12/14,39296,Mississippi,7.190.249.14,,,
cupid,3584,2/12/14,32825,Florida,110.130.206.154,,,
cupid,2176,2/12/14,43699,Ohio,56.188.212.126,,,
cupid,2992,2/12/14,2745,Massachusetts,32.78.164.7,,,
cupid,2064,2/12/14,93407,California,90.124.63.189,,,
cupid,1960,2/12/14,27621,North Carolina,80.134.230.23,,,
cupid,2896,2/12/14,62205,Illinois,101.81.215.188,,,
heart,2832,2/12/14,37228,Tennessee,187.74.232.186,,,
heart,2536,2/12/14,30061,Georgia,4.68.91.178,,,
heart,2176,2/12/14,20238,District of Columbia,18.198.210.66,,,
heart,1936,2/12/14,94616,California,199.215.58.154,,,
heart,2784,2/12/14,87180,New Mexico,137.204.215.82,,,
heart,1784,2/12/14,66611,Kansas,62.173.20.122,,,
hershey,3112,2/12/14,57105,South Dakota,206.61.64.89,,,
hershey,2784,2/12/14,22217,Virginia,86.156.188.233,,,
hershey,3384,2/12/14,78285,Texas,32.7.125.209,,,
hershey,2336,2/12/14,20319,District of Columbia,131.79.23.11,,,
kiss,1792,2/12/14,64190,Missouri,204.199.237.241,,,
kiss,2880,2/12/14,94297,California,97.188.113.55,,,
kiss,2960,2/12/14,70116,Louisiana,86.108.52.80,,,
kiss,2680,2/12/14,55127,Minnesota,73.186.245.63,,,
kiss,3512,2/12/14,39216,Mississippi,190.118.235.215,,,
kiss,2584,2/12/14,27690,North Carolina,243.233.218.76,,,
kiss,1720,2/12/14,19897,Delaware,112.182.85.234,,,
kiss,1992,2/12/14,85748,Arizona,161.64.129.238,,,
kiss,2216,2/12/14,20016,District of Columbia,235.10.47.249,,,
kiss,2848,2/12/14,33034,Florida,198.173.66.50,,,
kisses,1736,2/12/14,73129,Oklahoma,44.168.244.32,,,
kisses,1672,2/12/14,68144,Nebraska,80.81.215.185,,,
kisses,2064,2/12/14,68110,Nebraska,6.143.149.248,,,
kisses,3360,2/12/14,85271,Arizona,221.90.243.125,,,
kisses,3576,2/12/14,80299,Colorado,195.199.96.38,,,
kisses,2232,2/12/14,22217,Virginia,226.161.124.209,,,
kisses,2488,2/12/14,60078,Illinois,240.59.233.29,,,
letter,1344,2/12/14,94605,California,70.176.255.236,,,
makey,600,2/12/14,23208,Virginia,102.207.210.18,,,
marie,1768,2/12/14,70154,Louisiana,147.128.44.24,,,
saved,248,2/12/14,35285,Alabama,238.226.129.217,,,
studios,688,2/12/14,44310,Ohio,55.39.50.131,,,
studios,1984,2/12/14,5609,Vermont,170.36.44.174,,,
valentine,2864,2/12/14,6145,Connecticut,153.174.88.210,,,
valentine,2768,2/12/14,23464,Virginia,165.98.177.18,,,
valentine,1968,2/12/14,66286,Kansas,238.227.101.12,,,
valentine,3200,2/12/14,76705,Texas,116.1.177.89,,,
valentine,3192,2/12/14,66629,Kansas,217.177.28.218,,,
valentine,3072,2/12/14,80305,Colorado,34.180.146.152,,,
valentine,2064,2/12/14,48912,Michigan,39.100.47.158,,,
valentine,3248,2/12/14,19610,Pennsylvania,132.68.190.238,,,
writing,1584,2/12/14,11447,New York,105.132.216.29,,,
closed,1160,2/13/14,78260,Texas,110.130.163.107,,,
factory,1656,2/13/14,6922,Connecticut,44.33.220.135,,,
heart,1944,2/13/14,85067,Arizona,78.30.237.139,,,
heart,1984,2/13/14,22156,Virginia,145.101.91.93,,,
heart,3336,2/13/14,30022,Georgia,121.201.108.53,,,
heart,3376,2/13/14,23277,Virginia,197.202.91.184,,,
heart,1808,2/13/14,41905,Kentucky,77.237.189.210,,,
heart,1880,2/13/14,92612,California,156.156.67.179,,,
heart,1856,2/13/14,10464,New York,28.197.217.16,,,
heart,2256,2/13/14,78044,Texas,85.60.110.154,,,
hershey,2920,2/13/14,14225,New York,243.25.69.156,,,
hershey,2232,2/13/14,45454,Ohio,163.19.42.205,,,
hershey,2152,2/13/14,40586,Kentucky,203.126.93.172,,,
hershey,2800,2/13/14,53234,Wisconsin,179.140.213.115,,,
hershey,2032,2/13/14,31106,Georgia,24.188.30.28,,,
hershey,1984,2/13/14,31210,Georgia,193.127.235.139,,,
jewelry,960,2/13/14,85040,Arizona,196.204.210.81,,,
kiss,2920,2/13/14,19109,Pennsylvania,188.196.167.190,,,
kiss,2152,2/13/14,10060,New York,74.178.128.166,,,
kiss,2432,2/13/14,23471,Virginia,141.253.20.226,,,
kiss,3200,2/13/14,40591,Kentucky,136.170.227.60,,,
kiss,2824,2/13/14,45432,Ohio,92.183.10.160,,,
kiss,1880,2/13/14,46896,Indiana,207.218.248.92,,,
kisses,1968,2/13/14,32304,Florida,228.177.224.171,,,
kisses,2936,2/13/14,85210,Arizona,54.163.163.127,,,
kisses,2520,2/13/14,31217,Georgia,217.170.49.54,,,
kisses,3192,2/13/14,77218,Texas,118.129.90.39,,,
kisses,2128,2/13/14,87121,New Mexico,166.248.171.108,,,
kisses,3000,2/13/14,55172,Minnesota,251.37.239.38,,,
suggestions,856,2/13/14,8922,New Jersey,9.167.204.212,,,
valentine,2008,2/13/14,14210,New York,44.48.185.195,,,
valentine,2176,2/13/14,33705,Florida,108.197.23.226,,,
valentine,1608,2/13/14,38114,Tennessee,195.253.165.199,,,
valentine,2944,2/13/14,8104,New Jersey,35.166.184.111,,,
valentine,1816,2/13/14,48919,Michigan,45.86.93.152,,,
birthday,784,2/14/14,95219,California,74.77.29.197,,,
coupon,1472,2/14/14,20051,District of Columbia,158.235.25.79,,,
largest,1712,2/14/14,80910,Colorado,113.177.41.37,,,
santa,1536,2/14/14,21265,Maryland,78.43.21.197,,,
tiny,1440,2/14/14,19146,Pennsylvania,228.235.16.68,,,
treat,584,2/14/14,53405,Wisconsin,113.124.4.105,,,
video,816,2/14/14,75342,Texas,45.46.161.167,,,
videos,920,2/14/14,94137,California,33.191.244.15,,,
basically,1288,2/15/14,39505,Mississippi,133.24.204.42,,,
feet,832,2/15/14,46814,Indiana,250.248.125.162,,,
silly,1680,2/15/14,66225,Kansas,117.158.218.203,,,
asleep,400,2/16/14,89519,Nevada,39.78.36.58,,,
fastest,256,2/16/14,80925,Colorado,164.44.161.10,,,
stickers,672,2/16/14,92612,California,10.129.179.51,,,
quotes,1928,2/17/14,90050,California,231.54.123.226,,,
store,336,2/17/14,28242,North Carolina,236.6.16.108,,,
asleep,1672,2/18/14,2283,Massachusetts,13.124.152.54,,,
finished,296,2/18/14,37215,Tennessee,49.92.20.46,,,
mommy,272,2/18/14,39705,Mississippi,191.184.155.34,,,
machine,1592,2/19/14,63169,Missouri,99.120.172.24,,,
quickest,632,2/20/14,18763,Pennsylvania,57.238.227.172,,,
sick,1920,2/20/14,35205,Alabama,33.5.251.156,,,
bodies,896,2/21/14,61605,Illinois,240.41.236.97,,,
draw,352,2/21/14,77713,Texas,180.189.237.99,,,
kiss,888,2/21/14,29225,South Carolina,84.243.235.50,,,
roses,864,2/21/14,77010,Texas,168.108.95.65,,,
wedding,272,2/21/14,85210,Arizona,200.16.139.241,,,
cute,1040,2/22/14,93907,California,198.140.39.59,,,
feet,1824,2/22/14,21211,Maryland,25.187.100.189,,,
date,296,2/23/14,84130,Utah,79.12.56.45,,,
fine,456,2/23/14,33028,Florida,56.200.66.187,,,
redstate,1152,2/23/14,55172,Minnesota,10.239.8.56,,,
candy,432,2/24/14,46015,Indiana,209.31.121.148,,,
file,1840,2/24/14,36195,Alabama,187.87.208.224,,,
humorous,1880,2/24/14,84170,Utah,233.199.247.40,,,
pictures,1200,2/24/14,29610,South Carolina,230.23.254.79,,,
subscribe,1952,2/24/14,74133,Oklahoma,164.93.216.35,,,
church,1152,2/25/14,32220,Florida,126.170.60.18,,,
obamnesty,1608,2/25/14,33411,Florida,98.190.254.184,,,
words,1888,2/25/14,43268,Ohio,161.109.112.229,,,
tree,1432,2/26/14,21684,Maryland,22.32.76.107,,,
crying,1672,2/27/14,70033,Louisiana,149.154.94.242,,,
osmond,1400,2/27/14,10464,New York,253.99.211.113,,,
treat,1768,2/27/14,48242,Michigan,208.99.159.83,,,
daniel,1448,2/28/14,83711,Idaho,111.234.125.197,,,
humorous,1408,2/28/14,70894,Louisiana,231.209.245.49,,,
politicbot,640,3/1/14,58122,North Dakota,111.150.217.114,,,
words,608,3/1/14,44485,Ohio,206.236.91.50,,,
challenge,1200,3/2/14,12205,New York,169.182.48.119,,,
commercial,256,3/2/14,11215,New York,238.142.159.237,,,
favors,1568,3/2/14,33432,Florida,192.104.183.174,,,
tower,1272,3/2/14,60630,Illinois,151.68.66.112,,,
campaign,1728,3/3/14,37228,Tennessee,110.26.93.199,,,
date,632,3/3/14,33994,Florida,126.248.35.159,,,
gifts,800,3/3/14,28278,North Carolina,145.253.135.18,,,
subscribe,208,3/3/14,23471,Virginia,133.62.87.60,,,
birthday,2000,3/4/14,90071,California,80.225.107.4,,,
daniel,408,3/4/14,82007,Wyoming,64.125.149.40,,,
kisses,1288,3/4/14,62764,Illinois,231.59.210.155,,,
largest,1384,3/4/14,96840,Hawaii,168.203.74.37,,,
situation,1784,3/5/14,29411,South Carolina,85.148.220.85,,,
tiny,1768,3/5/14,89087,Nevada,156.110.98.184,,,
hungry,360,3/6/14,71161,Louisiana,58.212.88.46,,,
cheers,1672,3/7/14,32808,Florida,50.105.47.50,,,
encouragement,440,3/7/14,78426,Texas,62.42.40.55,,,
write,616,3/7/14,36119,Alabama,58.164.248.220,,,
cute,1168,3/8/14,20078,District of Columbia,7.242.194.137,,,
decided,1592,3/8/14,88519,Texas,164.148.175.218,,,
eatinglicking,1272,3/8/14,33499,Florida,199.39.33.68,,,
game,1576,3/9/14,46231,Indiana,55.20.61.161,,,
bored,1000,3/10/14,81010,Colorado,109.50.137.121,,,
daniel,1824,3/10/14,60208,Illinois,20.223.197.236,,,
finished,1144,3/10/14,97216,Oregon,143.38.136.55,,,
makey,816,3/10/14,75260,Texas,115.160.84.221,,,
saved,960,3/10/14,89166,Nevada,243.67.5.146,,,
stories,1320,3/10/14,21747,Maryland,220.64.163.106,,,
blossoms,264,3/11/14,28210,North Carolina,178.217.62.7,,,
custom,992,3/11/14,8608,New Jersey,65.72.239.60,,,
snores,1208,3/11/14,31410,Georgia,189.221.224.165,,,
worried,1840,3/11/14,32215,Florida,227.74.254.98,,,
bodies,232,3/12/14,94291,California,14.95.89.248,,,
picture,312,3/12/14,94042,California,165.37.84.152,,,
gift,1752,3/13/14,33499,Florida,138.157.213.46,,,
hold,1712,3/13/14,28299,North Carolina,170.169.234.202,,,
holder,1320,3/13/14,73114,Oklahoma,110.249.109.146,,,
kissing,216,3/13/14,13251,New York,112.173.114.177,,,
knew,504,3/13/14,11470,New York,224.225.98.105,,,
small,1408,3/13/14,92668,California,37.141.41.114,,,
birthday,568,3/14/14,93407,California,22.207.105.197,,,
unwrapping,1704,4/13/14,29579,South Carolina,74.153.196.215,,,
white,1728,4/13/14,95064,California,56.241.9.233,,,
worried,744,4/13/14,45264,Ohio,189.95.36.247,,,
