_id,event_date,event_hour,event,e_count
98619360,1/30/2013,19,Mentioned in Tweet                    ,1
98710347,1/5/2013,12,Mentioned in Tweet                    ,1
98744258,3/8/2013,22,Mentioned in Tweet                    ,1
98868492,3/8/2013,22,Mentioned in Tweet                    ,1
98911791,1/10/2013,6,Mentioned in Tweet                    ,1
98911791,3/7/2013,18,Mentioned in Tweet                    ,1
99127037,1/4/2013,15,Mentioned in Tweet                    ,1
99155678,1/5/2013,17,Mentioned in Tweet                    ,1
99193420,1/6/2013,10,Mentioned in Tweet                    ,1
99202587,1/16/2013,1,Mentioned in Tweet                    ,1
99381451,1/20/2013,19,Mentioned in Tweet                    ,1
99403173,1/23/2013,11,Mentioned in Tweet                    ,1
99403173,1/23/2013,12,Mentioned in Tweet                    ,1
99403529,1/23/2013,23,Mentioned in Tweet                    ,1
99419222,3/9/2013,0,Mentioned in Tweet                    ,1
99444021,1/26/2013,16,Mentioned in Tweet                    ,1
99501600,1/17/2013,6,Mentioned in Tweet                    ,1
99513491,1/24/2013,2,Mentioned in Tweet                    ,1
99523506,1/14/2013,2,Mentioned in Tweet                    ,1
99523506,1/18/2013,5,Mentioned in Tweet                    ,1
99535978,1/30/2013,13,Mentioned in Tweet                    ,1
99535978,3/1/2013,13,Mentioned in Tweet                    ,1
99578422,1/31/2013,16,Mentioned in Tweet                    ,1
99615440,2/1/2013,6,Mentioned in Tweet                    ,1
99657057,2/2/2013,21,Mentioned in Tweet                    ,1
99696342,2/5/2013,2,Mentioned in Tweet                    ,1
99706994,2/5/2013,13,Mentioned in Tweet                    ,1
99706994,3/8/2013,11,Mentioned in Tweet                    ,1
99811042,2/12/2013,10,Mentioned in Tweet                    ,1
99828808,2/12/2013,21,Mentioned in Tweet                    ,1
99920522,2/17/2013,18,Mentioned in Tweet                    ,1
99933515,2/12/2013,9,Mentioned in Tweet                    ,1
99995032,2/23/2013,16,Mentioned in Tweet                    ,1
100114404,3/7/2013,16,Mentioned in Tweet                    ,1
100124682,2/27/2013,19,Mentioned in Tweet                    ,1
100162444,3/2/2013,17,Mentioned in Tweet                    ,1
100181762,2/27/2013,14,Mentioned in Tweet                    ,1
100206038,1/22/2013,16,Mentioned in Tweet                    ,1
100208912,1/4/2013,18,Mentioned in Tweet                    ,1
100210151,3/7/2013,14,Mentioned in Tweet                    ,1
100234573,3/8/2013,19,Mentioned in Tweet                    ,1
100252810,3/8/2013,23,Mentioned in Tweet                    ,1
100270164,1/10/2013,10,Mentioned in Tweet                    ,1
100319644,1/30/2013,6,Mentioned in Tweet                    ,1
100337924,1/17/2013,23,Mentioned in Tweet                    ,1
100374570,1/1/2013,21,Mentioned in Tweet                    ,1
100386608,2/16/2013,19,Mentioned in Tweet                    ,1
100428039,2/25/2013,15,Mentioned in Tweet                    ,1
100623918,2/19/2013,12,Mentioned in Tweet                    ,1
100677175,2/16/2013,22,Mentioned in Tweet                    ,1
100704911,3/5/2013,23,Mentioned in Tweet                    ,1
100844440,3/1/2013,11,Mentioned in Tweet                    ,1
100846920,1/24/2013,3,Mentioned in Tweet                    ,1
100865107,1/14/2013,10,Mentioned in Tweet                    ,1
100969933,2/13/2013,11,Mentioned in Tweet                    ,1
101165787,1/25/2013,10,Mentioned in Tweet                    ,1
101169984,1/27/2013,16,Mentioned in Tweet                    ,1
101169984,3/9/2013,14,Mentioned in Tweet                    ,1
101180012,1/26/2013,20,Mentioned in Tweet                    ,1
101263089,2/24/2013,15,Mentioned in Tweet                    ,1
101320521,2/5/2013,16,Mentioned in Tweet                    ,1
101330078,2/7/2013,11,Mentioned in Tweet                    ,1
101375267,2/7/2013,7,Mentioned in Tweet                    ,1
101375267,3/1/2013,6,Mentioned in Tweet                    ,1
101608817,1/31/2013,17,Mentioned in Tweet                    ,1
101649123,1/8/2013,13,Mentioned in Tweet                    ,1
101714342,1/26/2013,11,Mentioned in Tweet                    ,1
101780821,1/11/2013,7,Mentioned in Tweet                    ,1
101834140,3/1/2013,19,Mentioned in Tweet                    ,1
101840182,3/2/2013,18,Mentioned in Tweet                    ,1
101963130,3/7/2013,14,Mentioned in Tweet                    ,1
101966591,2/22/2013,2,Mentioned in Tweet                    ,1
102064812,3/4/2013,14,Mentioned in Tweet                    ,1
102197437,1/6/2013,4,Mentioned in Tweet                    ,1
102214910,2/21/2013,15,Mentioned in Tweet                    ,1
102220829,1/29/2013,19,Mentioned in Tweet                    ,1
102255636,2/26/2013,16,Mentioned in Tweet                    ,1
102255636,1/24/2013,7,Mentioned in Tweet                    ,1
102277704,1/17/2013,2,Mentioned in Tweet                    ,1
102298729,1/21/2013,17,Mentioned in Tweet                    ,1
102302825,1/25/2013,20,Mentioned in Tweet                    ,1
102315172,2/16/2013,3,Mentioned in Tweet                    ,1
102321929,2/9/2013,18,Mentioned in Tweet                    ,1
102502799,3/2/2013,4,Mentioned in Tweet                    ,1
102623342,1/27/2013,17,Mentioned in Tweet                    ,1
102666059,1/1/2013,18,Mentioned in Tweet                    ,1
102705428,2/20/2013,21,Mentioned in Tweet                    ,1
102705651,1/17/2013,11,Mentioned in Tweet                    ,1
103022145,2/21/2013,23,Mentioned in Tweet                    ,1
103105162,1/26/2013,14,Mentioned in Tweet                    ,1
103110271,2/19/2013,9,Mentioned in Tweet                    ,1
103115448,2/22/2013,12,Mentioned in Tweet                    ,1
103138580,3/8/2013,9,Mentioned in Tweet                    ,1
103138580,2/15/2013,10,Mentioned in Tweet                    ,1
103171267,3/9/2013,11,Mentioned in Tweet                    ,1
103171267,1/30/2013,17,Mentioned in Tweet                    ,1
103171267,1/25/2013,17,Mentioned in Tweet                    ,1
103221225,2/14/2013,5,Mentioned in Tweet                    ,1
103248751,1/20/2013,0,Mentioned in Tweet                    ,1
103353683,2/15/2013,10,Mentioned in Tweet                    ,1
103457366,2/18/2013,14,Mentioned in Tweet                    ,1
103482486,1/20/2013,7,Mentioned in Tweet                    ,1
103557183,1/2/2013,5,Mentioned in Tweet                    ,1
103604309,2/19/2013,12,Mentioned in Tweet                    ,1
103644489,1/21/2013,7,Mentioned in Tweet                    ,1
103658854,3/8/2013,7,Mentioned in Tweet                    ,1
103748005,1/11/2013,14,Mentioned in Tweet                    ,1
103836518,2/15/2013,13,Mentioned in Tweet                    ,1
103878420,1/2/2013,5,Mentioned in Tweet                    ,1
103896297,2/4/2013,21,Mentioned in Tweet                    ,1
103917945,2/9/2013,3,Mentioned in Tweet                    ,1
103982926,3/5/2013,10,Mentioned in Tweet                    ,1
103982926,2/23/2013,4,Mentioned in Tweet                    ,1
104123449,2/21/2013,3,Mentioned in Tweet                    ,1
104239596,3/5/2013,6,Mentioned in Tweet                    ,1
104374167,1/9/2013,6,Mentioned in Tweet                    ,1
104406084,2/3/2013,3,Mentioned in Tweet                    ,1
104545028,2/18/2013,0,Mentioned in Tweet                    ,1
104562077,2/5/2013,12,Mentioned in Tweet                    ,1
104617045,2/18/2013,1,Mentioned in Tweet                    ,1
104623262,3/7/2013,1,Mentioned in Tweet                    ,1
104729138,2/4/2013,11,Mentioned in Tweet                    ,1
104729138,1/30/2013,17,Mentioned in Tweet                    ,1
104799355,1/14/2013,21,Mentioned in Tweet                    ,1
104842531,2/19/2013,6,Mentioned in Tweet                    ,1
104858270,2/19/2013,3,Mentioned in Tweet                    ,1
104858270,1/17/2013,6,Mentioned in Tweet                    ,1
104874683,1/10/2013,18,Mentioned in Tweet                    ,1
104874683,2/5/2013,10,Mentioned in Tweet                    ,1
104902760,3/1/2013,4,Mentioned in Tweet                    ,1
104902760,2/15/2013,16,Mentioned in Tweet                    ,1
105004223,1/17/2013,1,Mentioned in Tweet                    ,1
105017466,2/11/2013,0,Mentioned in Tweet                    ,1
105017466,2/17/2013,12,Mentioned in Tweet                    ,1
105023123,2/13/2013,13,Mentioned in Tweet                    ,1
105028963,1/18/2013,22,Mentioned in Tweet                    ,1
105028963,1/16/2013,10,Mentioned in Tweet                    ,1
105032926,1/19/2013,5,Mentioned in Tweet                    ,1
105044112,2/22/2013,16,Mentioned in Tweet                    ,1
105046120,1/15/2013,14,Mentioned in Tweet                    ,1
105119226,1/7/2013,16,Mentioned in Tweet                    ,1
105253456,1/21/2013,12,Mentioned in Tweet                    ,1
105256711,2/27/2013,20,Mentioned in Tweet                    ,1
105306844,2/22/2013,21,Mentioned in Tweet                    ,1
105344432,3/3/2013,2,Mentioned in Tweet                    ,1
105399974,2/7/2013,13,Mentioned in Tweet                    ,1
105425129,2/7/2013,17,Mentioned in Tweet                    ,1
105623992,1/19/2013,2,Mentioned in Tweet                    ,1
105675063,1/16/2013,4,Mentioned in Tweet                    ,1
105681366,2/16/2013,21,Mentioned in Tweet                    ,1
105728051,2/5/2013,12,Mentioned in Tweet                    ,1
105767455,2/19/2013,3,Mentioned in Tweet                    ,1
105871576,2/23/2013,15,Mentioned in Tweet                    ,1
105871576,1/14/2013,7,Mentioned in Tweet                    ,1
105955972,2/26/2013,4,Mentioned in Tweet                    ,1
105995001,2/27/2013,2,Mentioned in Tweet                    ,1
106003502,2/5/2013,12,Mentioned in Tweet                    ,1
106047487,3/1/2013,12,Mentioned in Tweet                    ,1
106047487,2/8/2013,8,Mentioned in Tweet                    ,1
106081390,3/8/2013,18,Mentioned in Tweet                    ,1
106081390,2/5/2013,5,Mentioned in Tweet                    ,1
106109964,3/3/2013,12,Mentioned in Tweet                    ,1
106109964,3/6/2013,13,Mentioned in Tweet                    ,1
106122681,3/4/2013,19,Mentioned in Tweet                    ,1
106138707,3/5/2013,7,Mentioned in Tweet                    ,1
106188800,3/6/2013,17,Mentioned in Tweet                    ,1
106334464,2/23/2013,0,Mentioned in Tweet                    ,1
106359405,1/27/2013,8,Mentioned in Tweet                    ,1
106435894,1/7/2013,23,Mentioned in Tweet                    ,1
106443129,1/26/2013,1,Mentioned in Tweet                    ,1
106703686,2/28/2013,5,Mentioned in Tweet                    ,1
106717098,2/23/2013,23,Mentioned in Tweet                    ,1
106787265,2/6/2013,12,Mentioned in Tweet                    ,1
106802218,1/3/2013,13,Mentioned in Tweet                    ,1
106875733,2/6/2013,0,Mentioned in Tweet                    ,1
107033732,1/12/2013,21,Mentioned in Tweet                    ,1
107262968,1/19/2013,16,Mentioned in Tweet                    ,1
107262968,3/4/2013,21,Mentioned in Tweet                    ,1
107271361,1/23/2013,17,Mentioned in Tweet                    ,1
107286170,1/8/2013,21,Mentioned in Tweet                    ,1
107286170,2/2/2013,5,Mentioned in Tweet                    ,1
107535085,1/30/2013,14,Mentioned in Tweet                    ,1
107731564,3/8/2013,22,Mentioned in Tweet                    ,1
107836240,2/11/2013,20,Mentioned in Tweet                    ,1
107908599,2/13/2013,10,Mentioned in Tweet                    ,1
107908599,3/3/2013,18,Mentioned in Tweet                    ,1
107941888,1/10/2013,23,Mentioned in Tweet                    ,1
108055702,2/21/2013,21,Mentioned in Tweet                    ,1
108063255,2/22/2013,2,Mentioned in Tweet                    ,1
108078585,2/23/2013,15,Mentioned in Tweet                    ,1
108138024,2/25/2013,10,Mentioned in Tweet                    ,1
108224695,2/25/2013,11,Mentioned in Tweet                    ,1
108231807,3/2/2013,2,Mentioned in Tweet                    ,1
108292234,2/3/2013,1,Mentioned in Tweet                    ,1
108399070,1/13/2013,18,Mentioned in Tweet                    ,1
108407678,2/10/2013,13,Mentioned in Tweet                    ,1
108436119,2/14/2013,14,Mentioned in Tweet                    ,1
108540725,1/18/2013,3,Mentioned in Tweet                    ,1
108669242,3/8/2013,15,Mentioned in Tweet                    ,1
108669242,2/19/2013,17,Mentioned in Tweet                    ,1
108669242,1/19/2013,18,Mentioned in Tweet                    ,1
108673521,2/25/2013,6,Mentioned in Tweet                    ,1
108758223,2/3/2013,17,Mentioned in Tweet                    ,1
108758223,3/6/2013,22,Mentioned in Tweet                    ,1
108765475,3/8/2013,4,Mentioned in Tweet                    ,1
108822277,2/23/2013,9,Mentioned in Tweet                    ,1
108822277,3/2/2013,11,Mentioned in Tweet                    ,1
108826117,2/24/2013,18,Mentioned in Tweet                    ,1
108895232,1/23/2013,22,Mentioned in Tweet                    ,1
108931267,2/7/2013,19,Mentioned in Tweet                    ,1
108945346,2/11/2013,22,Mentioned in Tweet                    ,1
108981717,2/19/2013,23,Mentioned in Tweet                    ,1
109000210,3/6/2013,11,Mentioned in Tweet                    ,1
109034086,2/5/2013,10,Mentioned in Tweet                    ,1
109038360,2/28/2013,11,Mentioned in Tweet                    ,1
109064158,2/1/2013,7,Mentioned in Tweet                    ,1
109101942,2/11/2013,18,Mentioned in Tweet                    ,1
109103704,2/13/2013,10,Mentioned in Tweet                    ,1
109185427,1/18/2013,9,Mentioned in Tweet                    ,1
109188578,1/25/2013,21,Mentioned in Tweet                    ,1
109284487,1/15/2013,15,Mentioned in Tweet                    ,1
109284487,1/25/2013,1,Mentioned in Tweet                    ,1
109285013,3/5/2013,16,Mentioned in Tweet                    ,1
109295710,1/19/2013,14,Mentioned in Tweet                    ,1
109459100,3/8/2013,23,Mentioned in Tweet                    ,1
109524449,1/28/2013,13,Mentioned in Tweet                    ,1
109524910,1/24/2013,21,Mentioned in Tweet                    ,1
109525199,2/1/2013,2,Mentioned in Tweet                    ,1
109556994,2/19/2013,5,Mentioned in Tweet                    ,1
109564724,1/22/2013,6,Mentioned in Tweet                    ,1
109600607,1/24/2013,10,Mentioned in Tweet                    ,1
109628313,2/2/2013,16,Mentioned in Tweet                    ,1
109700121,2/9/2013,18,Mentioned in Tweet                    ,1
109768405,1/24/2013,11,Mentioned in Tweet                    ,1
109917150,3/5/2013,20,Mentioned in Tweet                    ,1
109956650,2/11/2013,16,Mentioned in Tweet                    ,1
109981440,1/26/2013,8,Mentioned in Tweet                    ,1
109981440,1/25/2013,17,Mentioned in Tweet                    ,1
110051555,3/8/2013,19,Mentioned in Tweet                    ,1
110051555,3/3/2013,18,Mentioned in Tweet                    ,1
110088691,2/28/2013,15,Mentioned in Tweet                    ,1
110108025,3/9/2013,22,Mentioned in Tweet                    ,1
110227871,1/5/2013,20,Mentioned in Tweet                    ,1
110232371,2/26/2013,9,Mentioned in Tweet                    ,1
110291877,2/22/2013,1,Mentioned in Tweet                    ,1
110470829,1/29/2013,2,Mentioned in Tweet                    ,1
110470829,2/22/2013,15,Mentioned in Tweet                    ,1
110495276,1/16/2013,23,Mentioned in Tweet                    ,1
110510816,2/7/2013,3,Mentioned in Tweet                    ,1
110733443,1/7/2013,22,Mentioned in Tweet                    ,1
110872021,1/3/2013,19,Mentioned in Tweet                    ,1
110872021,1/5/2013,0,Mentioned in Tweet                    ,1
110956910,3/9/2013,10,Mentioned in Tweet                    ,1
110990803,1/5/2013,2,Mentioned in Tweet                    ,1
110991042,1/17/2013,9,Mentioned in Tweet                    ,1
110991042,1/30/2013,3,Mentioned in Tweet                    ,1
111054698,1/6/2013,19,Mentioned in Tweet                    ,1
111221206,1/10/2013,14,Mentioned in Tweet                    ,1
111240848,1/12/2013,3,Mentioned in Tweet                    ,1
111244762,2/24/2013,20,Mentioned in Tweet                    ,1
111276696,2/19/2013,4,Mentioned in Tweet                    ,1
111276696,3/6/2013,19,Mentioned in Tweet                    ,1
111290371,1/13/2013,17,Mentioned in Tweet                    ,1
111307343,1/6/2013,9,Mentioned in Tweet                    ,1
111393705,1/25/2013,4,Mentioned in Tweet                    ,1
111419967,2/13/2013,8,Mentioned in Tweet                    ,1
111471623,2/23/2013,21,Mentioned in Tweet                    ,1
111510280,1/19/2013,4,Mentioned in Tweet                    ,1
111518653,1/20/2013,7,Mentioned in Tweet                    ,1
111566749,1/27/2013,21,Mentioned in Tweet                    ,1
111612276,1/24/2013,10,Mentioned in Tweet                    ,1
111706241,1/28/2013,23,Mentioned in Tweet                    ,1
111725199,2/16/2013,7,Mentioned in Tweet                    ,1
111747641,1/31/2013,18,Mentioned in Tweet                    ,1
111747641,3/5/2013,17,Mentioned in Tweet                    ,1
111781957,2/3/2013,4,Mentioned in Tweet                    ,1
111781957,1/6/2013,17,Mentioned in Tweet                    ,1
111781957,1/14/2013,13,Mentioned in Tweet                    ,1
111781957,1/4/2013,3,Mentioned in Tweet                    ,1
111930424,2/9/2013,3,Mentioned in Tweet                    ,1
112037091,2/14/2013,9,Mentioned in Tweet                    ,1
112037091,3/7/2013,10,Mentioned in Tweet                    ,1
112202627,1/12/2013,19,Mentioned in Tweet                    ,1
112267265,1/8/2013,22,Mentioned in Tweet                    ,1
112309129,3/8/2013,14,Mentioned in Tweet                    ,1
112379108,2/10/2013,4,Mentioned in Tweet                    ,1
112379108,1/30/2013,4,Mentioned in Tweet                    ,1
112494525,3/2/2013,20,Mentioned in Tweet                    ,1
112494525,2/12/2013,4,Mentioned in Tweet                    ,1
112525302,2/2/2013,7,Mentioned in Tweet                    ,1
112584382,2/15/2013,11,Mentioned in Tweet                    ,1
112674593,2/1/2013,17,Mentioned in Tweet                    ,1
112746010,1/10/2013,17,Mentioned in Tweet                    ,1
112794396,1/5/2013,4,Mentioned in Tweet                    ,1
112794396,3/9/2013,12,Mentioned in Tweet                    ,1
112811512,2/13/2013,1,Mentioned in Tweet                    ,1
112832980,2/23/2013,23,Mentioned in Tweet                    ,1
112847180,2/24/2013,2,Mentioned in Tweet                    ,1
112847180,3/8/2013,23,Mentioned in Tweet                    ,1
112859189,1/17/2013,10,Mentioned in Tweet                    ,1
112863174,1/1/2013,11,Mentioned in Tweet                    ,1
113059708,3/9/2013,0,Mentioned in Tweet                    ,1
113146168,1/2/2013,11,Mentioned in Tweet                    ,1
113146168,1/22/2013,22,Mentioned in Tweet                    ,1
113155590,2/25/2013,1,Mentioned in Tweet                    ,1
113292557,2/28/2013,4,Mentioned in Tweet                    ,1
113442508,2/22/2013,22,Mentioned in Tweet                    ,1
113442508,2/13/2013,16,Mentioned in Tweet                    ,1
113490266,1/12/2013,13,Mentioned in Tweet                    ,1
113528181,1/15/2013,5,Mentioned in Tweet                    ,1
113528181,1/17/2013,5,Mentioned in Tweet                    ,1
113567127,1/16/2013,16,Mentioned in Tweet                    ,1
113588066,1/17/2013,23,Mentioned in Tweet                    ,1
113666576,1/4/2013,23,Mentioned in Tweet                    ,1
113719753,3/2/2013,1,Mentioned in Tweet                    ,1
113755783,1/28/2013,12,Mentioned in Tweet                    ,1
113768568,2/16/2013,0,Mentioned in Tweet                    ,1
113825071,2/2/2013,10,Mentioned in Tweet                    ,1
113848363,2/17/2013,5,Mentioned in Tweet                    ,1
113853018,1/7/2013,11,Mentioned in Tweet                    ,1
113853018,1/7/2013,18,Mentioned in Tweet                    ,1
113864888,3/2/2013,19,Mentioned in Tweet                    ,1
113864888,1/20/2013,8,Mentioned in Tweet                    ,1
114232283,1/25/2013,16,Mentioned in Tweet                    ,1
114264550,1/13/2013,10,Mentioned in Tweet                    ,1
114351517,2/12/2013,7,Mentioned in Tweet                    ,1
114378925,2/14/2013,9,Mentioned in Tweet                    ,1
114382636,2/14/2013,14,Mentioned in Tweet                    ,1
114413032,2/17/2013,20,Mentioned in Tweet                    ,1
114414719,1/8/2013,11,Mentioned in Tweet                    ,1
114512172,2/27/2013,21,Mentioned in Tweet                    ,1
114917658,2/26/2013,11,Mentioned in Tweet                    ,1
115079769,2/3/2013,14,Mentioned in Tweet                    ,1
115190885,3/9/2013,12,Mentioned in Tweet                    ,1
115247846,1/15/2013,15,Mentioned in Tweet                    ,1
115352447,1/4/2013,18,Mentioned in Tweet                    ,1
115356354,2/26/2013,0,Mentioned in Tweet                    ,1
115433005,1/15/2013,4,Mentioned in Tweet                    ,1
115466317,1/16/2013,5,Mentioned in Tweet                    ,1
115611790,3/2/2013,13,Mentioned in Tweet                    ,1
115700184,1/8/2013,6,Mentioned in Tweet                    ,1
115700184,2/12/2013,10,Mentioned in Tweet                    ,1
115707609,1/14/2013,3,Mentioned in Tweet                    ,1
115819862,1/26/2013,21,Mentioned in Tweet                    ,1
115819862,1/7/2013,0,Mentioned in Tweet                    ,1
115830498,2/22/2013,10,Mentioned in Tweet                    ,1
115974534,2/17/2013,23,Mentioned in Tweet                    ,1
116011203,2/12/2013,22,Mentioned in Tweet                    ,1
116045629,2/23/2013,12,Mentioned in Tweet                    ,1
116122767,1/10/2013,7,Mentioned in Tweet                    ,1
116184436,1/12/2013,22,Mentioned in Tweet                    ,1
116288151,2/19/2013,12,Mentioned in Tweet                    ,1
116360061,1/3/2013,8,Mentioned in Tweet                    ,1
116367155,1/27/2013,9,Mentioned in Tweet                    ,1
116422376,1/30/2013,16,Mentioned in Tweet                    ,1
116495315,1/31/2013,22,Mentioned in Tweet                    ,1
116528578,1/12/2013,19,Mentioned in Tweet                    ,1
116538530,1/15/2013,20,Mentioned in Tweet                    ,1
116569203,2/18/2013,14,Mentioned in Tweet                    ,1
116569203,2/20/2013,12,Mentioned in Tweet                    ,1
116584599,2/22/2013,11,Mentioned in Tweet                    ,1
116603633,3/3/2013,18,Mentioned in Tweet                    ,1
116649017,1/11/2013,7,Mentioned in Tweet                    ,1
116649086,1/11/2013,13,Mentioned in Tweet                    ,1
116655387,1/13/2013,0,Mentioned in Tweet                    ,1
116689302,1/23/2013,17,Mentioned in Tweet                    ,1
116689302,1/6/2013,23,Mentioned in Tweet                    ,1
116701729,2/1/2013,17,Mentioned in Tweet                    ,1
116701729,2/11/2013,1,Mentioned in Tweet                    ,1
116767677,1/10/2013,19,Mentioned in Tweet                    ,1
116801769,1/6/2013,4,Mentioned in Tweet                    ,1
116838337,2/23/2013,1,Mentioned in Tweet                    ,1
116953776,2/24/2013,2,Mentioned in Tweet                    ,1
116972737,3/1/2013,14,Mentioned in Tweet                    ,1
117014432,1/3/2013,17,Mentioned in Tweet                    ,1
117116688,1/12/2013,6,Mentioned in Tweet                    ,1
117136106,3/3/2013,1,Mentioned in Tweet                    ,1
117187626,1/9/2013,9,Mentioned in Tweet                    ,1
117231493,1/17/2013,16,Mentioned in Tweet                    ,1
117263133,1/23/2013,9,Mentioned in Tweet                    ,1
117553578,2/12/2013,20,Mentioned in Tweet                    ,1
117623347,3/7/2013,19,Mentioned in Tweet                    ,1
117623347,1/4/2013,18,Mentioned in Tweet                    ,1
117804538,1/18/2013,21,Mentioned in Tweet                    ,1
117851587,2/4/2013,2,Mentioned in Tweet                    ,1
117866077,2/9/2013,11,Mentioned in Tweet                    ,1
117905709,2/19/2013,2,Mentioned in Tweet                    ,1
117905709,2/7/2013,0,Mentioned in Tweet                    ,1
118087733,1/26/2013,14,Mentioned in Tweet                    ,1
118207707,3/5/2013,8,Mentioned in Tweet                    ,1
118272854,3/9/2013,2,Mentioned in Tweet                    ,1
118276391,3/9/2013,22,Mentioned in Tweet                    ,1
118294095,1/2/2013,15,Mentioned in Tweet                    ,1
118405377,2/21/2013,1,Mentioned in Tweet                    ,1
118474693,2/12/2013,15,Mentioned in Tweet                    ,1
118647390,2/18/2013,22,Mentioned in Tweet                    ,1
118684331,2/23/2013,21,Mentioned in Tweet                    ,1
118775462,1/30/2013,3,Mentioned in Tweet                    ,1
118781380,2/27/2013,9,Mentioned in Tweet                    ,1
118781380,2/26/2013,12,Mentioned in Tweet                    ,1
118833463,3/1/2013,5,Mentioned in Tweet                    ,1
118868025,1/14/2013,6,Mentioned in Tweet                    ,1
118905956,1/23/2013,11,Mentioned in Tweet                    ,1
118984100,2/22/2013,16,Mentioned in Tweet                    ,1
118984100,1/30/2013,8,Mentioned in Tweet                    ,1
119008818,2/25/2013,18,Mentioned in Tweet                    ,1
119173009,2/19/2013,20,Mentioned in Tweet                    ,1
119225573,1/5/2013,11,Mentioned in Tweet                    ,1
119237667,3/9/2013,13,Mentioned in Tweet                    ,1
119440005,1/4/2013,5,Mentioned in Tweet                    ,1
119458478,2/6/2013,3,Mentioned in Tweet                    ,1
119478535,1/16/2013,20,Mentioned in Tweet                    ,1
119636082,1/19/2013,7,Mentioned in Tweet                    ,1
119763189,1/25/2013,18,Mentioned in Tweet                    ,1
119888795,1/23/2013,6,Mentioned in Tweet                    ,1
120064831,1/31/2013,13,Mentioned in Tweet                    ,1
120135058,2/2/2013,23,Mentioned in Tweet                    ,1
120184514,2/4/2013,23,Mentioned in Tweet                    ,1
120260119,1/4/2013,15,Mentioned in Tweet                    ,1
120307096,2/8/2013,15,Mentioned in Tweet                    ,1
120314594,2/9/2013,7,Mentioned in Tweet                    ,1
120423132,1/4/2013,3,Mentioned in Tweet                    ,1
120423132,1/7/2013,8,Mentioned in Tweet                    ,1
120423132,1/9/2013,1,Mentioned in Tweet                    ,2
120443042,2/23/2013,23,Mentioned in Tweet                    ,1
120459275,2/26/2013,0,Mentioned in Tweet                    ,1
120459275,1/30/2013,19,Mentioned in Tweet                    ,1
120465766,2/26/2013,14,Mentioned in Tweet                    ,1
120497532,2/25/2013,3,Mentioned in Tweet                    ,1
120497532,2/14/2013,22,Mentioned in Tweet                    ,1
120516128,2/17/2013,22,Mentioned in Tweet                    ,1
120877712,3/8/2013,10,Mentioned in Tweet                    ,1
120933128,3/9/2013,7,Mentioned in Tweet                    ,1
121071554,2/13/2013,9,Mentioned in Tweet                    ,1
121190994,2/22/2013,23,Mentioned in Tweet                    ,1
121209502,1/9/2013,9,Mentioned in Tweet                    ,1
121209502,2/28/2013,14,Mentioned in Tweet                    ,1
121315469,2/16/2013,9,Mentioned in Tweet                    ,1
121359527,1/23/2013,9,Mentioned in Tweet                    ,1
121374176,2/22/2013,7,Mentioned in Tweet                    ,1
121605083,1/8/2013,2,Mentioned in Tweet                    ,1
121656517,2/21/2013,23,Mentioned in Tweet                    ,1
121737137,3/2/2013,11,Mentioned in Tweet                    ,1
121772586,1/6/2013,23,Mentioned in Tweet                    ,1
121772586,1/31/2013,10,Mentioned in Tweet                    ,1
121772586,1/8/2013,4,Mentioned in Tweet                    ,1
121792169,1/19/2013,9,Mentioned in Tweet                    ,1
121808726,1/30/2013,17,Mentioned in Tweet                    ,1
121877637,2/22/2013,1,Mentioned in Tweet                    ,1
122094057,1/14/2013,17,Mentioned in Tweet                    ,1
122094057,2/13/2013,0,Mentioned in Tweet                    ,1
122130985,1/24/2013,22,Mentioned in Tweet                    ,1
122147722,1/9/2013,10,Mentioned in Tweet                    ,1
122175525,1/27/2013,8,Mentioned in Tweet                    ,1
122233022,1/22/2013,13,Mentioned in Tweet                    ,1
122257734,2/14/2013,17,Mentioned in Tweet                    ,1
122287783,1/1/2013,6,Mentioned in Tweet                    ,1
122384542,1/13/2013,1,Mentioned in Tweet                    ,1
122398593,1/30/2013,16,Mentioned in Tweet                    ,1
122747233,1/22/2013,11,Mentioned in Tweet                    ,1
122769971,1/10/2013,13,Mentioned in Tweet                    ,1
122830932,2/12/2013,3,Mentioned in Tweet                    ,1
123765644,1/7/2013,18,Mentioned in Tweet                    ,1
123765644,1/23/2013,12,Mentioned in Tweet                    ,1
123814803,1/28/2013,14,Mentioned in Tweet                    ,1
123894252,3/8/2013,16,Mentioned in Tweet                    ,1
123894252,3/9/2013,3,Mentioned in Tweet                    ,1
123966273,1/9/2013,8,Mentioned in Tweet                    ,1
123969651,1/10/2013,14,Mentioned in Tweet                    ,1
123989785,2/9/2013,9,Mentioned in Tweet                    ,1
124160067,1/14/2013,16,Mentioned in Tweet                    ,1
124166722,1/28/2013,4,Mentioned in Tweet                    ,1
124460658,3/8/2013,9,Mentioned in Tweet                    ,1
124515678,2/21/2013,7,Mentioned in Tweet                    ,1
124515678,2/20/2013,1,Mentioned in Tweet                    ,1
124515678,1/28/2013,4,Mentioned in Tweet                    ,1
124545049,1/24/2013,6,Mentioned in Tweet                    ,1
124545049,3/2/2013,19,Mentioned in Tweet                    ,1
124592877,1/5/2013,17,Mentioned in Tweet                    ,1
124699263,2/15/2013,1,Mentioned in Tweet                    ,1
124859081,1/29/2013,14,Mentioned in Tweet                    ,1
124867521,2/9/2013,3,Mentioned in Tweet                    ,1
