Dummy;Class;Component #;Support;CPM;Measure;Prior_Measure;Measure_Direction;Measure_Desc;RPM;Prior_Measure_predicted;Maintenance_Required?;Maintenance_Item;Metric_desc;Count
118;1;25;3;33000;0.5;0;io;F_Vx;1500;0.10406;No;N/A;N/A;1
118;1;26;3;29000;0.45;0;iv;F_Vy;1500;0.03103;No;N/A;N/A;1
118;1;27;4;1500;1.5;0;io;F_Vx;1500;0.10419;No;N/A;N/A;1
118;1;28;4;1500;0.9;0;ia;F_Vz;1500;0.13996;No;N/A;N/A;1
118;1;29;4;3000;0.9;0;io;F_Vx;1500;0.10992;No;N/A;N/A;1
118;1;30;4;3000;1;0;ia;F_Vz;1500;0.13996;No;N/A;N/A;1
118;1;31;4;4500;0.9;0;io;F_Vx;1500;0.10992;No;N/A;N/A;1
118;1;32;4;23000;0.55;0;ia;F_Vz;1500;0.13786;No;N/A;N/A;1
118;1;33;1;4500;5.2;0;io;F_Vx;1500;0.12209;No;N/A;N/A;1
118;1;34;1;4500;0.9;0;iv;F_Vy;1500;0.03961;No;N/A;N/A;1
118;1;35;2;1500;3.4;0;io;F_Vx;1500;0.13638;No;N/A;N/A;1
118;1;36;2;1500;4.4;0;ia;F_Vz;1500;0.14644;No;N/A;N/A;1
118;1;37;2;3000;2.1;0;io;F_Vx;1500;0.14709;No;N/A;N/A;1
118;1;38;2;3000;2.65;0;ia;F_Vz;1500;0.14644;No;N/A;N/A;1
118;1;39;2;4500;6.75;0;io;F_Vx;1500;0.15018;No;N/A;N/A;1
118;1;40;1;1500;1.5;0;io;F_Vx;1500;0.11699;No;N/A;N/A;1
118;1;41;1;1500;3.5;0;iv;F_Vy;1500;0.03196;No;N/A;N/A;1
118;1;42;2;10500;0.45;0;io;F_Vx;1500;0.10038;No;N/A;N/A;1
118;1;43;2;4500;6.75;0;ma;Missing;1500;0.01809;No;N/A;N/A;1
119;1;16;1;6000;3;2.2;io;F_Vx;3000;0.85983;No;N/A;N/A;1
119;1;17;1;6000;2;0;iv;F_Vy;3000;0.34713;No;N/A;N/A;1
119;1;18;2;3000;3.75;0.3;io;F_Vx;3000;0.66238;No;N/A;N/A;1
119;1;19;2;3000;5.4;0.4;iv;F_Vy;3000;0.26758;No;N/A;N/A;1
119;1;20;2;3000;10;0.5;ia;F_Vz;3000;0.42002;No;N/A;N/A;1
119;1;21;2;6000;2.35;1.9;io;F_Vx;3000;0.83666;No;N/A;N/A;1
119;1;22;2;6000;0.6;0.4;iv;F_Vy;3000;0.34713;No;N/A;N/A;1
119;1;23;2;6000;2.9;1.4;ia;F_Vz;3000;0.51134;No;N/A;N/A;1
119;1;24;1;3000;1.25;0.3;io;F_Vx;3000;0.64728;No;N/A;N/A;1
119;1;25;1;3000;4.4;0;iv;F_Vy;3000;0.26758;No;N/A;N/A;1
119;1;26;2;9000;1.2;0;io;F_Vx;3000;0.30217;No;N/A;N/A;1
119;1;27;2;9000;1.2;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
119;1;28;2;9000;0.9;0;ia;F_Vz;3000;0.20339;No;N/A;N/A;1
119;1;29;3;30000;1.3;0;io;F_Vx;3000;0.34745;No;N/A;N/A;1
119;1;30;3;3000;0.6;2.6;io;F_Vx;3000;0.64039;No;N/A;N/A;1
119;1;31;3;3000;1.4;0;ia;F_Vz;3000;0.43179;No;N/A;N/A;1
119;1;32;3;6000;1.85;1.2;io;F_Vx;3000;0.75676;No;N/A;N/A;1
119;1;33;3;6000;0.35;1.2;ia;F_Vz;3000;0.50486;No;N/A;N/A;1
119;1;34;3;27000;1.75;1.9;io;F_Vx;3000;0.56178;No;N/A;N/A;1
119;1;35;3;27000;0.25;0;ia;F_Vz;3000;0.18511;No;N/A;N/A;1
119;1;36;2;3000;10;0;ma;Missing;3000;0.19023;No;N/A;N/A;1
120;1;14;1;6000;3.5;2.2;io;F_Vx;3000;0.98903;No;N/A;N/A;1
120;1;15;1;3000;1.25;0.3;io;F_Vx;3000;0.64728;No;N/A;N/A;1
120;1;16;1;35000;0.3;0;io;F_Vx;3000;0.33361;No;N/A;N/A;1
120;1;17;4;30000;0.5;0;io;F_Vx;3000;0.34176;No;N/A;N/A;1
120;1;18;2;3000;4;0.3;io;F_Vx;3000;0.66238;No;N/A;N/A;1
120;1;19;2;3000;3.2;0.4;iv;F_Vy;3000;0.26758;No;N/A;N/A;1
120;1;20;2;3000;5.4;0.5;ia;F_Vz;3000;0.43179;No;N/A;N/A;1
120;1;21;2;6000;2;1.9;io;F_Vx;3000;0.83666;No;N/A;N/A;1
120;1;22;2;6000;3.3;1.4;ia;F_Vz;3000;0.51134;No;N/A;N/A;1
120;1;23;2;9000;1.6;0;io;F_Vx;3000;0.30217;No;N/A;N/A;1
120;1;24;2;9000;1.5;0;ia;F_Vz;3000;0.20987;No;N/A;N/A;1
120;1;25;2;30000;0.2;0;io;F_Vx;3000;0.33361;No;N/A;N/A;1
120;1;26;3;3000;7.2;2.6;io;F_Vx;3000;0.64119;No;N/A;N/A;1
120;1;27;3;3000;0.5;0;ia;F_Vz;3000;0.42531;No;N/A;N/A;1
120;1;28;3;6000;1.4;1.2;io;F_Vx;3000;0.7421;No;N/A;N/A;1
120;1;29;3;6000;1.65;1.2;ia;F_Vz;3000;0.51134;No;N/A;N/A;1
120;1;30;3;12000;3;0;io;F_Vx;3000;0.35195;No;N/A;N/A;1
120;1;31;3;15000;4;1.95;io;F_Vx;3000;0.38142;No;N/A;N/A;1
120;1;32;4;3000;4.2;1.6;io;F_Vx;3000;0.73838;No;N/A;N/A;1
120;1;33;4;6000;1.25;1.4;io;F_Vx;3000;0.7293;No;N/A;N/A;1
120;1;34;3;3000;7.2;0;ma;Missing;3000;0.19023;No;N/A;N/A;1
121;1;12;1;6000;1.4;1.2;io;F_Vx;3000;0.75426;No;N/A;N/A;1
121;1;13;2;3000;3;1.4;io;F_Vx;3000;0.83025;No;N/A;N/A;1
121;1;14;2;3000;7.8;3.8;ia;F_Vz;3000;0.66387;No;N/A;N/A;1
121;1;15;2;6000;1.3;0.8;io;F_Vx;3000;0.61871;No;N/A;N/A;1
121;1;16;2;6000;0.9;0;ia;F_Vz;3000;0.44748;No;N/A;N/A;1
121;1;18;3;3000;3;0.4;ia;F_Vz;3000;0.54396;No;N/A;N/A;1
121;1;19;3;6000;0.75;0;io;F_Vx;3000;0.52183;No;N/A;N/A;1
121;1;20;3;35000;2;0;io;F_Vx;3000;0.31569;No;N/A;N/A;1
121;1;21;3;35000;0.6;0;ia;F_Vz;3000;0.13761;No;N/A;N/A;1
121;1;22;4;3000;5.8;1.1;io;F_Vx;3000;0.69654;No;N/A;N/A;1
121;1;23;4;6000;0.8;0;io;F_Vx;3000;0.52183;No;N/A;N/A;1
121;1;24;1;3000;2.1;0.5;io;F_Vx;3000;0.71401;No;N/A;N/A;1
121;1;25;4;35000;0.4;0;io;F_Vx;3000;0.29182;No;N/A;N/A;1
121;1;26;3;3000;11;0;ma;Missing;3000;0.66408;No;N/A;N/A;1
122;1;0;1;0;17.5;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
122;1;1;1;0;27.5;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
122;1;2;1;0;4.25;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
122;1;3;1;0;6;0;vv;NF_Vy;3000;0.10415;No;N/A;N/A;1
122;1;4;2;0;27.5;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
122;1;6;2;0;120;0;aa;NF_Az;3000;0.93343;No;N/A;N/A;1
122;1;7;2;0;5;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
122;1;8;2;0;23;0;vv;NF_Vy;3000;0.34583;No;N/A;N/A;1
122;1;9;2;0;17;0;va;NF_Vz;3000;0.18708;No;N/A;N/A;1
122;1;10;4;0;32.5;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
122;1;12;4;0;5.75;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
122;1;13;4;0;13;0;vv;NF_Vy;3000;0.15311;No;N/A;N/A;1
122;1;14;3;0;55;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
122;1;16;3;0;32.5;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
122;1;17;3;0;10.5;0;vo;NF_Vx;3000;0.17457;No;N/A;N/A;1
122;1;18;3;0;20;0;vv;NF_Vy;3000;0.34583;No;N/A;N/A;1
122;1;19;3;0;5;0;va;NF_Vz;3000;0.13467;No;N/A;N/A;1
122;1;20;1;6000;2.8;0;io;F_Vx;3000;0.07371;No;N/A;N/A;1
122;1;21;1;6000;1.75;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
122;1;22;3;30000;1.1;0;ia;F_Vz;3000;0.03377;No;N/A;N/A;1
122;1;23;4;3000;4;0;io;F_Vx;3000;0.13909;No;N/A;N/A;1
122;1;24;4;3000;10;0;iv;F_Vy;3000;0.04974;No;N/A;N/A;1
122;1;25;4;6000;4.5;0;io;F_Vx;3000;0.05309;No;N/A;N/A;1
122;1;26;4;6000;9;0;iv;F_Vy;3000;0.04974;No;N/A;N/A;1
122;1;27;4;9000;1.05;0;io;F_Vx;3000;0.03056;No;N/A;N/A;1
122;1;28;1;12000;1.75;0;iv;F_Vy;3000;0.03078;No;N/A;N/A;1
122;1;29;1;18000;2.25;0;iv;F_Vy;3000;0.03078;No;N/A;N/A;1
122;1;30;1;27000;0.9;0;iv;F_Vy;3000;0.03078;No;N/A;N/A;1
122;1;31;1;30000;0.65;0;io;F_Vx;3000;0.03181;No;N/A;N/A;1
122;1;32;2;3000;2.75;0;io;F_Vx;3000;0.06125;No;N/A;N/A;1
122;1;33;2;3000;16;0;iv;F_Vy;3000;0.06061;No;N/A;N/A;1
122;1;34;2;3000;17;0;ia;F_Vz;3000;0.07909;No;N/A;N/A;1
122;1;35;1;3000;2.05;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
122;1;36;1;3000;4.25;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
122;1;37;2;6000;3.25;0;io;F_Vx;3000;0.06737;No;N/A;N/A;1
122;1;38;2;6000;7.5;0;iv;F_Vy;3000;0.04974;No;N/A;N/A;1
122;1;39;2;6000;8.5;0;ia;F_Vz;3000;0.08335;No;N/A;N/A;1
122;1;40;4;18000;1.1;0;io;F_Vx;3000;0.02724;No;N/A;N/A;1
122;1;41;4;18000;1.75;0;iv;F_Vy;3000;0.02314;No;N/A;N/A;1
122;1;42;2;12000;1.2;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
122;1;43;2;18000;1.1;0;io;F_Vx;3000;0.0348;No;N/A;N/A;1
122;1;44;2;18000;0.7;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
122;1;45;2;35000;1.15;0;iv;F_Vy;3000;0.02886;No;N/A;N/A;1
122;1;46;3;3000;6;0;io;F_Vx;3000;0.06843;No;N/A;N/A;1
122;1;47;3;3000;18;0;iv;F_Vy;3000;0.0587;No;N/A;N/A;1
122;1;48;3;3000;4.5;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
122;1;49;3;6000;9.5;0;io;F_Vx;3000;0.09695;No;N/A;N/A;1
122;1;50;3;6000;14;0;iv;F_Vy;3000;0.06297;No;N/A;N/A;1
122;1;51;3;6000;2.5;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
122;1;52;3;9000;2.4;0;io;F_Vx;3000;0.07331;No;N/A;N/A;1
122;1;53;3;9000;1.7;0;iv;F_Vy;3000;0.03261;No;N/A;N/A;1
122;1;54;3;9000;1;0;ia;F_Vz;3000;0.03755;No;N/A;N/A;1
122;1;55;3;18000;1.65;0;io;F_Vx;3000;0.07217;No;N/A;N/A;1
122;1;56;3;18000;1.2;0;iv;F_Vy;3000;0.03147;No;N/A;N/A;1
122;1;57;3;18000;0.9;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
122;1;58;3;3000;18;0;ma;Missing;3000;0.01515;No;N/A;N/A;1
123;1;0;2;0;45;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
123;1;2;2;0;6;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
123;1;3;2;0;36;0;va;NF_Vz;3000;0.18708;No;N/A;N/A;1
123;1;4;3;0;17.5;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
123;1;5;3;0;12;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
123;1;6;3;0;5.5;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
123;1;7;3;0;3;0;va;NF_Vz;3000;0.17325;No;N/A;N/A;1
123;1;8;1;0;15;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
123;1;9;1;0;4.5;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
123;1;10;4;0;9;0;ao;NF_Ax;3000;0.77463;No;N/A;N/A;1
123;1;11;4;0;2.5;0;vo;NF_Vx;3000;0.15002;No;N/A;N/A;1
123;1;12;1;6000;3.8;0;io;F_Vx;3000;0.05309;No;N/A;N/A;1
123;1;13;1;30000;0.55;0;io;F_Vx;3000;0.03057;No;N/A;N/A;1
123;1;14;2;3000;4;0;io;F_Vx;3000;0.06309;No;N/A;N/A;1
123;1;15;2;3000;28;0;ia;F_Vz;3000;0.07909;No;N/A;N/A;1
123;1;16;2;6000;3.5;0;io;F_Vx;3000;0.06737;No;N/A;N/A;1
123;1;17;2;6000;3.4;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
123;1;18;3;3000;1.8;0;io;F_Vx;3000;0.06264;No;N/A;N/A;1
123;1;19;3;3000;0.9;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
123;1;20;3;6000;3;0;io;F_Vx;3000;0.06125;No;N/A;N/A;1
123;1;21;3;6000;1.75;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
123;1;22;1;3000;1.15;0;io;F_Vx;3000;0.04798;No;N/A;N/A;1
123;1;23;3;9000;1.3;0;ia;F_Vz;3000;0.03755;No;N/A;N/A;1
123;1;24;4;30000;0.3;0;io;F_Vx;3000;0.0273;No;N/A;N/A;1
123;1;25;3;12000;1.1;0;io;F_Vx;3000;0.03611;No;N/A;N/A;1
123;1;26;3;18000;1.75;0;io;F_Vx;3000;0.06357;No;N/A;N/A;1
123;1;27;3;30000;1.25;0;io;F_Vx;3000;0.03977;No;N/A;N/A;1
123;1;28;4;3000;0.3;0;io;F_Vx;3000;0.0354;No;N/A;N/A;1
123;1;29;4;6000;1.75;0;io;F_Vx;3000;0.03936;No;N/A;N/A;1
123;1;30;4;18000;0.85;0;io;F_Vx;3000;0.03425;No;N/A;N/A;1
123;1;31;2;3000;28;0;ma;Missing;3000;0.01515;No;N/A;N/A;1
124;1;0;2;0;11;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
124;1;1;2;0;36;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
124;1;2;2;0;3.75;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
124;1;3;2;0;5.8;0;va;NF_Vz;3000;0.17325;No;N/A;N/A;1
124;1;4;3;0;17;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
124;1;5;3;0;9;0;aa;NF_Az;3000;0.59176;No;N/A;N/A;1
124;1;6;3;0;4.6;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
124;1;7;3;0;2.1;0;va;NF_Vz;3000;0.16161;No;N/A;N/A;1
124;1;8;1;0;9;0;ao;NF_Ax;3000;0.77463;No;N/A;N/A;1
124;1;9;1;0;2.5;0;vo;NF_Vx;3000;0.15121;No;N/A;N/A;1
124;1;10;4;0;11;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
124;1;11;4;0;2.6;0;vo;NF_Vx;3000;0.15002;No;N/A;N/A;1
124;1;12;1;6000;2.15;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
124;1;13;1;30000;0.3;0;io;F_Vx;3000;0.02486;No;N/A;N/A;1
124;1;14;2;3000;0.7;0;io;F_Vx;3000;0.0411;No;N/A;N/A;1
124;1;15;2;3000;5.4;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
124;1;16;2;6000;2;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
124;1;17;2;6000;1.2;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
124;1;18;2;18000;1.2;0;io;F_Vx;3000;0.03977;No;N/A;N/A;1
124;1;19;2;18000;0.7;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
124;1;20;1;3000;0.4;0;io;F_Vx;3000;0.0411;No;N/A;N/A;1
124;1;21;2;30000;0.5;0;io;F_Vx;3000;0.03057;No;N/A;N/A;1
124;1;22;4;9000;0.6;0;io;F_Vx;3000;0.03415;No;N/A;N/A;1
124;1;23;3;3000;2.3;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
124;1;24;3;3000;1;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
124;1;25;3;6000;2.8;0;io;F_Vx;3000;0.06125;No;N/A;N/A;1
124;1;26;3;6000;1.15;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
124;1;27;3;9000;1.65;0;io;F_Vx;3000;0.06472;No;N/A;N/A;1
124;1;28;3;9000;1;0;ia;F_Vz;3000;0.03755;No;N/A;N/A;1
124;1;29;4;3000;1.8;0;io;F_Vx;3000;0.03936;No;N/A;N/A;1
124;1;30;4;6000;1.15;0;io;F_Vx;3000;0.05268;No;N/A;N/A;1
124;1;31;2;3000;5.4;0;ma;Missing;3000;0.0021;No;N/A;N/A;1
125;1;0;1;0;9;0;ao;NF_Ax;3000;0.77463;No;N/A;N/A;1
125;1;1;1;0;12;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
125;1;2;1;0;3.5;0;vo;NF_Vx;3000;0.1973;No;N/A;N/A;1
125;1;3;1;0;4;0;vv;NF_Vy;3000;0.12089;No;N/A;N/A;1
125;1;4;2;0;16;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
125;1;5;2;0;15;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
125;1;6;2;0;16;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
125;1;7;2;0;6.75;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
125;1;8;2;0;5;0;vv;NF_Vy;3000;0.10415;No;N/A;N/A;1
125;1;9;2;0;6;0;va;NF_Vz;3000;0.17325;No;N/A;N/A;1
125;1;10;4;0;40;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
125;1;11;4;0;35;0;av;NF_Ay;3000;0.95498;No;N/A;N/A;1
125;1;12;4;0;7.5;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
125;1;13;4;0;6.5;0;vv;NF_Vy;3000;0.13928;No;N/A;N/A;1
125;1;14;3;0;65;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
125;1;16;3;0;22.5;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
125;1;17;3;0;17;0;vo;NF_Vx;3000;0.28074;No;N/A;N/A;1
125;1;18;3;0;12;0;vv;NF_Vy;3000;0.11237;No;N/A;N/A;1
125;1;19;3;0;3.75;0;va;NF_Vz;3000;0.13467;No;N/A;N/A;1
125;1;20;1;6000;2.25;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
125;1;21;1;6000;3.25;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
125;1;22;3;15000;2.5;0;io;F_Vx;3000;0.06357;No;N/A;N/A;1
125;1;23;4;3000;6.5;0;io;F_Vx;3000;0.08039;No;N/A;N/A;1
125;1;24;4;3000;5.5;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
125;1;25;4;6000;1.4;0;io;F_Vx;3000;0.03518;No;N/A;N/A;1
125;1;26;4;6000;0.7;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
125;1;27;1;9000;1.8;0;io;F_Vx;3000;0.05557;No;N/A;N/A;1
125;1;28;1;9000;1.8;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
125;1;29;1;12000;0.9;0;io;F_Vx;3000;0.05011;No;N/A;N/A;1
125;1;30;1;15000;0.8;0;io;F_Vx;3000;0.03181;No;N/A;N/A;1
125;1;31;2;3000;0.65;0;io;F_Vx;3000;0.0411;No;N/A;N/A;1
125;1;32;2;3000;1;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
125;1;33;2;3000;0.6;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
125;1;34;2;6000;2;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
125;1;35;2;6000;3.75;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
125;1;36;2;6000;3.5;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
125;1;37;2;9000;3.25;0;io;F_Vx;3000;0.05099;No;N/A;N/A;1
125;1;38;2;9000;2.5;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
125;1;39;2;9000;3;0;ia;F_Vz;3000;0.04403;No;N/A;N/A;1
125;1;40;2;12000;1.5;0;io;F_Vx;3000;0.03649;No;N/A;N/A;1
125;1;41;2;12000;0.9;0;iv;F_Vy;3000;0.03314;No;N/A;N/A;1
125;1;42;2;12000;1.3;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
125;1;43;1;3000;0.5;0;io;F_Vx;3000;0.0411;No;N/A;N/A;1
125;1;44;1;3000;0.8;0;iv;F_Vy;3000;0.03052;No;N/A;N/A;1
125;1;45;2;15000;1.5;0;io;F_Vx;3000;0.03649;No;N/A;N/A;1
125;1;46;4;9000;0.9;0;io;F_Vx;3000;0.03412;No;N/A;N/A;1
125;1;47;2;18000;1.9;0;io;F_Vx;3000;0.06302;No;N/A;N/A;1
125;1;48;2;18000;1.25;0;ia;F_Vz;3000;0.0364;No;N/A;N/A;1
125;1;49;3;3000;10.5;0;io;F_Vx;3000;0.09695;No;N/A;N/A;1
125;1;50;3;3000;11;0;iv;F_Vy;3000;0.04784;No;N/A;N/A;1
125;1;51;3;3000;3.5;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
125;1;52;3;6000;1.5;0;iv;F_Vy;3000;0.03312;No;N/A;N/A;1
125;1;53;3;6000;0.8;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
125;1;54;3;9000;5;0;io;F_Vx;3000;0.06119;No;N/A;N/A;1
125;1;55;3;12000;5.5;0;io;F_Vx;3000;0.06005;No;N/A;N/A;1
125;1;56;3;3000;11;0;ma;Missing;3000;0.01515;No;N/A;N/A;1
126;1;0;1;0;11;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
126;1;1;1;0;11;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
126;1;2;1;0;3;0;vo;NF_Vx;3000;0.15121;No;N/A;N/A;1
126;1;3;1;0;4;0;vv;NF_Vy;3000;0.12089;No;N/A;N/A;1
126;1;4;2;0;19.5;0;ao;NF_Ax;3000;0.78846;No;N/A;N/A;1
126;1;6;2;0;21.5;0;aa;NF_Az;3000;0.60559;No;N/A;N/A;1
126;1;7;2;0;4.05;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
126;1;8;2;0;6.4;0;vv;NF_Vy;3000;0.10415;No;N/A;N/A;1
126;1;9;2;0;7.5;0;va;NF_Vz;3000;0.17325;No;N/A;N/A;1
126;1;10;4;0;23;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
126;1;11;4;0;13;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
126;1;12;4;0;5.5;0;vo;NF_Vx;3000;0.20077;No;N/A;N/A;1
126;1;13;4;0;3.4;0;vv;NF_Vy;3000;0.13928;No;N/A;N/A;1
126;1;14;3;0;48;0;ao;NF_Ax;3000;0.97046;No;N/A;N/A;1
126;1;15;3;0;27;0;av;NF_Ay;3000;0.9395;No;N/A;N/A;1
126;1;16;3;0;10.5;0;aa;NF_Az;3000;0.59176;No;N/A;N/A;1
126;1;17;3;0;9.5;0;vo;NF_Vx;3000;0.17457;No;N/A;N/A;1
126;1;18;3;0;6.4;0;vv;NF_Vy;3000;0.10415;No;N/A;N/A;1
126;1;19;3;0;2.3;0;va;NF_Vz;3000;0.16161;No;N/A;N/A;1
126;1;20;1;6000;21.5;0;io;F_Vx;3000;0.13954;No;N/A;N/A;1
126;1;21;1;6000;36;0;iv;F_Vy;3000;0.06061;No;N/A;N/A;1
126;1;22;4;6000;2.7;0;io;F_Vx;3000;0.05727;No;N/A;N/A;1
126;1;23;4;6000;2.8;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
126;1;24;4;9000;1.3;0;io;F_Vx;3000;0.03056;No;N/A;N/A;1
126;1;25;4;9000;0.9;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
126;1;26;4;12000;1.3;0;iv;F_Vy;3000;0.03078;No;N/A;N/A;1
126;1;27;1;9000;0.65;0;io;F_Vx;3000;0.03171;No;N/A;N/A;1
126;1;28;1;9000;1.45;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
126;1;29;2;3000;1.95;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
126;1;30;2;3000;2.4;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
126;1;31;2;3000;2.15;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
126;1;32;2;6000;2.25;0;io;F_Vx;3000;0.08055;No;N/A;N/A;1
126;1;33;2;6000;5.5;0;iv;F_Vy;3000;0.03243;No;N/A;N/A;1
126;1;34;2;6000;5;0;ia;F_Vz;3000;0.04007;No;N/A;N/A;1
126;1;35;2;9000;1.4;0;io;F_Vx;3000;0.03874;No;N/A;N/A;1
126;1;36;2;9000;2.2;0;iv;F_Vy;3000;0.03192;No;N/A;N/A;1
126;1;37;2;9000;2.85;0;ia;F_Vz;3000;0.04403;No;N/A;N/A;1
126;1;38;2;15000;0.9;0;io;F_Vx;3000;0.04902;No;N/A;N/A;1
126;1;39;3;3000;6.4;0;io;F_Vx;3000;0.06843;No;N/A;N/A;1
126;1;40;3;3000;2.3;0;iv;F_Vy;3000;0.07079;No;N/A;N/A;1
126;1;41;3;3000;1;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
126;1;42;1;3000;5.5;0;io;F_Vx;3000;0.05309;No;N/A;N/A;1
126;1;43;1;3000;1.45;0;iv;F_Vy;3000;0.03052;No;N/A;N/A;1
126;1;44;3;6000;3;0;io;F_Vx;3000;0.06125;No;N/A;N/A;1
126;1;45;3;6000;5.5;0;iv;F_Vy;3000;0.03052;No;N/A;N/A;1
126;1;46;3;6000;0.7;0;ia;F_Vz;3000;0.03359;No;N/A;N/A;1
126;1;47;4;15000;1.1;0;iv;F_Vy;3000;0.02886;No;N/A;N/A;1
126;1;48;3;9000;1.7;0;io;F_Vx;3000;0.07331;No;N/A;N/A;1
126;1;49;3;9000;1.5;0;iv;F_Vy;3000;0.02428;No;N/A;N/A;1
126;1;50;3;9000;1.2;0;ia;F_Vz;3000;0.03755;No;N/A;N/A;1
126;1;51;3;12000;1.9;0;io;F_Vx;3000;0.07217;No;N/A;N/A;1
126;1;52;3;12000;2;0;iv;F_Vy;3000;0.03147;No;N/A;N/A;1
126;1;53;3;18000;1.4;0;iv;F_Vy;3000;0.03147;No;N/A;N/A;1
126;1;54;3;30000;0.8;0;io;F_Vx;3000;0.03072;No;N/A;N/A;1
126;1;55;3;30000;0.55;0;ia;F_Vz;3000;0.03377;No;N/A;N/A;1
126;1;56;3;32000;1.1;0;iv;F_Vy;3000;0.03147;No;N/A;N/A;1
126;1;57;4;3000;3.6;0;io;F_Vx;3000;0.05727;No;N/A;N/A;1
126;1;58;4;3000;1.2;0;iv;F_Vy;3000;0.03312;No;N/A;N/A;1
